Date,TAVG,RH,Mental_Health,Substance,Schizophrenia,Mood,Anxiety,Behavioral,Personality,Intellectual,Developmental,Emotional,loc
2016-01-01,8.3375,81.58875,60,37,2,25,22,1,1,0,0,0,1
2016-01-02,2.3725,66.5275,68,39,2,23,31,0,2,2,1,1,1
2016-01-03,2.1575,54.3725,69,44,3,31,32,0,2,1,0,0,1
2016-01-04,2.99125,50.2475,64,36,3,37,30,0,3,0,0,0,1
2016-01-05,-3.9875,60.0575,62,34,4,24,22,1,1,2,0,0,1
2016-01-06,-2.62,42.15875,62,40,5,28,18,0,1,0,0,0,1
2016-01-07,-0.90875,43.34125,63,46,3,28,24,1,1,0,0,0,1
2016-01-08,5.6125,67.57,71,37,4,39,23,0,2,0,2,2,1
2016-01-09,7.44125,87.5725,63,40,5,25,19,0,1,0,0,0,1
2016-01-10,6.89375,92.68,76,44,5,24,32,0,2,0,1,1,1
2016-01-11,-0.545,69.62125,82,51,6,41,37,1,6,1,1,1,1
2016-01-12,-2.5925,46.39125,67,40,4,33,29,0,2,0,0,0,1
2016-01-13,0.24,45.915,60,28,3,22,27,0,0,1,0,0,1
2016-01-14,-0.63375,37.4375,86,57,9,42,47,0,1,0,0,0,1
2016-01-15,4.6275,50.5575,57,31,1,20,26,0,1,0,1,1,1
2016-01-16,2.45625,94.1875,60,37,2,26,21,0,3,0,1,1,1
2016-01-17,3.73375,73.8825,57,41,3,16,18,0,1,0,0,0,1
2016-01-18,-2.12875,72.5125,57,35,5,24,18,0,1,0,1,1,1
2016-01-19,-7.9025,46.66,65,44,3,34,26,1,1,0,0,0,1
2016-01-20,-6.7925,52.15875,40,31,5,17,16,0,1,0,1,1,1
2016-01-21,-2.1925,78.545,67,40,6,31,27,0,3,0,1,1,1
2016-01-22,2.3025,69.8475,27,13,3,15,12,0,2,0,3,3,1
2016-01-23,-4.21375,94.59625,44,19,2,17,19,0,3,0,0,0,1
2016-01-24,-6.94875,80.16375,45,22,0,25,25,0,2,0,0,0,1
2016-01-25,-0.43625,53.85625,76,46,6,28,30,0,2,0,0,0,1
2016-01-26,2.5925,53.1625,96,55,6,37,40,0,0,1,0,0,1
2016-01-27,5.06,81.03375,66,39,3,34,31,0,5,1,0,0,1
2016-01-28,1.34,73.03875,72,46,7,34,32,0,2,0,2,2,1
2016-01-29,2.915,60.995,75,52,3,30,25,0,1,1,0,0,1
2016-01-30,2.15625,53.0175,67,33,0,26,19,0,2,1,3,3,1
2016-01-31,4.64875,54.67125,62,39,7,28,23,0,0,0,0,0,1
2016-02-01,7.5675,81.17125,60,32,4,29,30,1,4,0,1,1,1
2016-02-02,12.20375,81.83125,58,41,5,27,22,0,3,0,1,1,1
2016-02-03,11.38125,85.8175,78,51,3,29,29,0,1,0,0,0,1
2016-02-04,10.27125,92.43125,61,43,6,27,22,1,4,1,1,1,1
2016-02-05,2.3525,63.075,57,41,3,24,18,0,0,0,0,0,1
2016-02-06,-0.8975,48.495,66,41,7,28,24,1,2,0,1,1,1
2016-02-07,0.53875,45.24875,45,30,4,21,17,0,0,1,1,1,1
2016-02-08,1.96,52.68875,63,38,3,31,25,0,3,2,1,1,1
2016-02-09,1.46375,58.635,57,33,7,25,21,0,1,0,2,2,1
2016-02-10,-5.86125,66.3875,54,31,1,22,22,0,1,0,0,0,1
2016-02-11,-5.95875,49.75,66,40,6,32,33,0,1,0,0,0,1
2016-02-12,-1.6175,61.75375,81,54,6,43,32,1,3,0,1,1,1
2016-02-13,-1.60125,72.425,65,45,4,23,26,0,2,1,0,0,1
2016-02-14,-5.52875,44.8675,52,33,4,20,21,0,2,0,0,0,1
2016-02-15,-4.9875,48.9775,71,44,4,31,30,0,2,0,0,0,1
2016-02-16,0.1925,94.83125,90,53,8,38,40,0,1,1,0,0,1
2016-02-17,4.9425,74.76125,72,42,2,31,34,0,3,0,2,2,1
2016-02-18,1.59625,75.1175,56,34,3,23,24,0,1,0,0,0,1
2016-02-19,4.1175,57.23,65,45,9,27,29,0,3,1,1,1,1
2016-02-20,6.12375,58.745,66,35,4,28,35,1,0,0,1,1,1
2016-02-21,9.44,81.24125,64,41,3,21,22,0,2,1,1,1,1
2016-02-22,11.5125,88.2675,65,37,7,27,33,0,5,1,2,2,1
2016-02-23,11.35375,82.65125,68,46,4,31,31,0,4,0,2,2,1
2016-02-24,7.885,89.4475,66,43,5,28,29,0,2,0,1,1,1
2016-02-25,8.3975,64.68625,67,45,7,30,23,1,4,0,0,0,1
2016-02-26,1.90625,60.4925,75,42,6,39,31,0,3,1,1,1,1
2016-02-27,0.14625,62.6175,66,41,1,32,26,0,0,0,0,0,1
2016-02-28,3.6975,49.20375,58,32,3,24,28,0,1,0,0,0,1
2016-02-29,8.1,46.19625,81,49,3,38,34,0,4,0,0,0,1
2016-03-01,9.61,49.52125,79,49,9,31,27,0,1,3,4,4,1
2016-03-02,8.61,75.01875,73,50,4,28,32,0,2,0,1,1,1
2016-03-03,-0.345,70.12,66,47,3,27,26,0,2,0,0,0,1
2016-03-04,1.2225,77.22875,76,52,6,33,32,0,3,1,0,0,1
2016-03-05,2.2025,75.30375,73,49,1,22,28,0,2,1,0,0,1
2016-03-06,4.975,69.02125,71,45,2,28,21,0,1,0,1,1,1
2016-03-07,6.7125,48.29375,66,38,5,27,32,1,1,1,1,1,1
2016-03-08,8.9725,52.96625,65,42,4,26,24,1,1,1,0,0,1
2016-03-09,12.98125,57.8675,77,42,4,27,34,0,1,0,1,1,1
2016-03-10,14.555,69.05375,71,40,6,28,29,1,4,0,4,4,1
2016-03-11,16.77625,67.205,75,53,7,22,17,0,0,1,1,1,1
2016-03-12,17.255,70.9225,68,43,2,31,28,0,0,0,1,1,1
2016-03-13,17.70375,67.17625,76,39,3,30,45,0,3,0,0,0,1
2016-03-14,14.2675,83.25125,75,46,5,31,30,0,5,0,3,3,1
2016-03-15,14.60375,73.74,76,48,8,34,28,2,2,0,0,0,1
2016-03-16,16.76,55.375,56,34,3,23,22,0,0,0,0,0,1
2016-03-17,14.24125,34.0125,75,39,2,30,24,0,1,2,0,0,1
2016-03-18,12.6375,30.5375,70,41,4,32,32,0,2,0,0,0,1
2016-03-19,12.17625,38.7125,69,48,3,28,29,0,1,0,0,0,1
2016-03-20,11.86625,59.2375,83,55,4,27,23,0,2,3,2,2,1
2016-03-21,3.20125,72.88,95,66,4,33,41,0,1,0,0,0,1
2016-03-22,2.79625,53.07875,66,37,2,31,29,0,3,0,2,2,1
2016-03-23,8.205,40.87,54,28,4,21,24,1,1,0,0,0,1
2016-03-24,12.525,45.71125,65,43,7,32,34,0,3,1,0,0,1
2016-03-25,13.7125,74.6125,76,50,3,30,29,1,2,1,1,1,1
2016-03-26,10.995,70.65375,56,34,3,18,19,0,0,0,0,0,1
2016-03-27,10.69625,89.53375,70,42,3,28,33,0,1,1,0,0,1
2016-03-28,14.5675,84.79,88,61,4,38,40,0,3,1,0,0,1
2016-03-29,10.535,50.79625,69,41,7,30,23,0,1,0,0,0,1
2016-03-30,8.6575,48.53375,67,47,7,25,24,0,3,0,1,1,1
2016-03-31,10.34875,62.4875,78,48,1,34,27,0,2,0,0,0,1
2016-04-01,15.035,89.555,81,53,4,38,33,1,3,2,1,1,1
2016-04-02,15.7125,76.40625,88,55,4,37,40,0,1,0,1,1,1
2016-04-03,8.43875,41.58375,75,44,3,27,20,1,0,1,1,1,1
2016-04-04,8.8775,40.0675,73,46,5,34,32,0,2,0,3,3,1
2016-04-05,12.3525,41.22375,90,60,4,35,42,0,3,1,2,2,1
2016-04-06,6.85625,40.3975,78,52,6,38,25,0,1,2,2,2,1
2016-04-07,6.7725,64.53875,68,39,3,24,22,1,4,1,3,3,1
2016-04-08,9.65625,52.91625,69,41,5,33,26,0,3,0,1,1,1
2016-04-09,7.355,45.50375,57,38,1,30,24,0,2,0,0,0,1
2016-04-10,2.75,38.5275,68,45,2,24,26,0,1,0,1,1,1
2016-04-11,6.2075,49.4225,78,52,4,31,30,0,1,0,1,1,1
2016-04-12,11.6875,82.175,83,53,3,32,33,0,0,1,0,0,1
2016-04-13,10.67625,73.66,70,51,3,30,27,0,3,1,0,0,1
2016-04-14,10.84,54.54,83,53,5,35,37,1,2,0,0,0,1
2016-04-15,11.70625,56.535,72,39,2,35,32,0,5,0,2,2,1
2016-04-16,9.5875,44.0575,56,32,1,27,29,0,3,1,0,0,1
2016-04-17,10.66875,38.45375,57,32,1,22,27,0,1,0,0,0,1
2016-04-18,13.22125,38.265,105,59,5,48,53,0,3,1,0,0,1
2016-04-19,16.16875,37.11125,78,41,6,36,31,0,3,0,1,1,1
2016-04-20,17.2125,37.48875,89,56,2,37,36,0,3,0,1,1,1
2016-04-21,17.51875,44.08,66,45,3,23,30,0,1,0,0,0,1
2016-04-22,17.29375,60.6525,72,49,5,28,29,0,0,1,0,0,1
2016-04-23,12.74875,95.005,71,37,2,36,27,1,1,0,0,0,1
2016-04-24,11.815,71.485,72,43,4,32,29,0,2,0,1,1,1
2016-04-25,14.94875,55.52875,65,38,4,34,27,1,0,0,1,1,1
2016-04-26,17.065,65.45125,83,47,1,39,36,0,2,0,1,1,1
2016-04-27,19.47375,62.325,80,51,3,26,36,0,1,1,3,3,1
2016-04-28,19.90625,67.43625,58,37,1,29,22,1,0,0,0,0,1
2016-04-29,19.9875,56.80875,66,39,2,30,19,1,0,1,2,2,1
2016-04-30,19.23875,48.91875,86,49,6,38,36,0,1,3,0,0,1
2016-05-01,18.8875,73.14,69,39,2,23,27,0,0,0,0,0,1
2016-05-02,19.15625,81.41625,73,42,2,32,32,0,1,0,0,0,1
2016-05-03,19.74,72.41875,75,48,4,35,33,0,1,0,1,1,1
2016-05-04,15.405,70.43125,83,47,5,40,41,0,1,0,0,0,1
2016-05-05,11.97625,58.33875,92,60,4,51,37,0,5,1,1,1,1
2016-05-06,9.06375,67.37,59,37,3,28,29,0,1,0,0,0,1
2016-05-07,11.20625,61.1675,74,44,3,34,27,0,2,1,0,0,1
2016-05-08,17.0075,51.895,69,42,5,27,33,0,1,0,0,0,1
2016-05-09,19.64375,56.33,71,48,3,36,27,0,3,0,0,0,1
2016-05-10,18.4825,59.96875,86,58,5,27,27,0,2,3,0,0,1
2016-05-11,18.91875,62.74625,77,43,4,37,28,0,3,0,3,3,1
2016-05-12,18.5375,79.4675,85,48,6,33,31,0,3,2,0,0,1
2016-05-13,20.5125,71.6575,64,42,3,21,24,1,2,0,0,0,1
2016-05-14,14.35625,66.36625,58,31,0,31,33,0,1,0,0,0,1
2016-05-15,13.87,51.90125,65,47,1,25,17,0,2,1,0,0,1
2016-05-16,10.55625,48.335,73,49,5,37,28,1,0,0,0,0,1
2016-05-17,13.92625,58.355,95,50,2,40,42,0,2,0,0,0,1
2016-05-18,16.7925,81.97125,69,46,6,29,28,0,1,0,0,0,1
2016-05-19,18.86125,75.7225,64,36,4,34,30,1,2,1,2,2,1
2016-05-20,14.26875,87.73,63,39,2,30,31,0,0,1,1,1,1
2016-05-21,12.885,92.84875,51,30,0,19,19,0,0,0,0,0,1
2016-05-22,17.05,70.2475,80,51,2,34,31,0,0,0,0,0,1
2016-05-23,14.03875,63.305,93,61,3,38,28,0,1,1,0,0,1
2016-05-24,14.88375,62.83125,77,54,5,33,38,0,2,0,0,0,1
2016-05-25,17.13,60.85625,61,40,4,23,21,0,1,0,0,0,1
2016-05-26,18.99625,67.58875,72,49,1,31,28,0,1,0,1,1,1
2016-05-27,19.9275,74.33,67,43,3,30,30,0,2,1,0,0,1
2016-05-28,19.63875,77.8525,60,41,2,26,22,0,0,0,0,0,1
2016-05-29,20.685,59.91375,77,50,1,33,29,0,0,0,0,0,1
2016-05-30,18.12875,77.86,70,43,3,25,18,0,4,0,1,1,1
2016-05-31,21.04125,65.4225,82,48,5,36,33,0,1,0,0,0,1
2016-06-01,21.14625,73.3175,76,51,2,31,26,0,0,0,0,0,1
2016-06-02,21.54375,72.9,77,47,3,34,33,0,0,1,0,0,1
2016-06-03,21.23875,77.5125,64,40,4,29,29,0,1,0,1,1,1
2016-06-04,22.54125,71.81375,73,35,4,28,37,0,0,0,1,1,1
2016-06-05,23.4225,71.265,68,46,5,24,29,0,2,0,1,1,1
2016-06-06,20.3375,85.5825,79,54,3,40,44,0,2,0,1,1,1
2016-06-07,19.43875,84.8725,84,53,2,37,39,0,2,1,1,1,1
2016-06-08,19.485,53.33875,75,56,4,33,29,0,3,0,0,0,1
2016-06-09,17.20625,54.3875,74,40,1,37,32,0,4,1,0,0,1
2016-06-10,18.6325,58.43625,80,47,6,38,33,1,4,0,0,0,1
2016-06-11,21.15875,58.1975,57,39,1,20,23,0,0,0,0,0,1
2016-06-12,23.19375,63.475,69,44,2,29,26,0,2,0,0,0,1
2016-06-13,24.1575,57.52875,77,51,7,24,33,1,4,1,0,0,1
2016-06-14,23.54875,62.00375,71,47,6,34,28,0,3,1,1,1,1
2016-06-15,24.9025,60.2775,68,54,7,27,27,0,3,2,1,1,1
2016-06-16,23.84625,77.3625,78,52,6,36,28,0,0,1,1,1,1
2016-06-17,25.90875,54.56,89,56,13,41,32,0,7,1,0,0,1
2016-06-18,22.085,65.125,65,46,4,21,27,0,1,0,0,0,1
2016-06-19,18.395,63.5425,83,56,2,37,25,0,1,0,0,0,1
2016-06-20,18.4275,54.51875,89,53,4,35,31,0,1,1,0,0,1
2016-06-21,20.77375,61.85125,84,55,4,37,37,0,1,0,1,1,1
2016-06-22,23.78,65.22875,69,45,8,35,27,0,2,0,1,1,1
2016-06-23,24.98125,67.66875,68,42,2,30,26,0,3,0,0,0,1
2016-06-24,25.82125,59.88125,75,47,2,31,26,0,0,1,0,0,1
2016-06-25,23.85625,66.68125,94,60,4,44,38,0,2,1,0,0,1
2016-06-26,24.7975,59.6525,76,52,5,26,22,0,0,0,0,0,1
2016-06-27,24.625,67.12375,87,58,3,36,31,0,1,1,0,0,1
2016-06-28,24.3425,73.905,82,57,3,32,29,0,2,0,0,0,1
2016-06-29,21.97875,72.05875,81,56,6,36,32,0,2,0,0,0,1
2016-06-30,21.8175,66.04375,89,58,3,41,35,0,2,1,2,2,1
2016-07-01,22.3425,74.5575,56,34,6,25,27,1,4,0,2,2,1
2016-07-02,22.855,65.0225,51,27,1,24,24,0,0,0,0,0,1
2016-07-03,23.685,66.51125,63,36,3,32,26,0,2,0,0,0,1
2016-07-04,25.20875,66.37,70,47,9,30,21,0,3,0,1,1,1
2016-07-05,24.98625,71.11625,78,46,6,32,26,0,4,0,0,0,1
2016-07-06,24.27875,73.515,72,50,5,23,26,0,1,0,0,0,1
2016-07-07,24.5,67.53625,79,48,2,32,30,1,1,0,0,0,1
2016-07-08,23.42375,73.25375,74,38,4,38,31,0,3,2,0,0,1
2016-07-09,24.7725,65.2625,64,44,4,25,25,0,0,0,0,0,1
2016-07-10,23.37875,66.28375,73,46,4,27,29,1,1,0,1,1,1
2016-07-11,22.9425,68.585,77,58,3,38,33,0,4,1,0,0,1
2016-07-12,22.96875,73.66,64,41,5,28,27,0,2,0,0,0,1
2016-07-13,22.875,73.1375,80,51,2,33,28,0,2,0,0,0,1
2016-07-14,23.33875,72.37125,64,43,4,30,33,0,2,0,2,2,1
2016-07-15,23.74125,69.205,75,51,4,27,30,0,2,0,0,0,1
2016-07-16,23.065,74.575,65,39,1,31,24,0,2,1,0,0,1
2016-07-17,21.98,77.63125,75,50,1,33,34,0,2,0,0,0,1
2016-07-18,23.285,74.9375,94,62,1,38,40,0,2,0,0,0,1
2016-07-19,23.99125,75.60375,84,58,6,38,37,0,0,1,0,0,1
2016-07-20,24.24,71.005,63,37,2,22,25,0,2,0,1,1,1
2016-07-21,24.8675,65.1825,83,56,3,36,30,0,2,0,0,0,1
2016-07-22,23.985,72.2575,78,43,3,39,33,0,2,0,0,0,1
2016-07-23,24.08125,71.19375,64,37,3,22,23,0,0,0,2,2,1
2016-07-24,24.60625,72.73125,69,44,2,24,26,0,0,0,0,0,1
2016-07-25,25.3175,70.0825,78,49,4,30,32,0,1,0,2,2,1
2016-07-26,25.3525,70.3,67,45,1,32,28,0,1,1,0,0,1
2016-07-27,25.31375,73.245,71,47,2,23,21,0,2,0,1,1,1
2016-07-28,25.745,67.83125,57,34,0,18,23,0,0,1,0,0,1
2016-07-29,24.98125,68.57875,68,39,2,30,27,0,3,0,0,0,1
2016-07-30,24.1325,71.63,73,45,5,29,30,0,2,0,0,0,1
2016-07-31,23.85125,74.7,66,40,2,26,30,0,2,0,0,0,1
2016-08-01,24.4225,71.9825,75,48,5,33,34,0,2,0,1,1,1
2016-08-02,23.94125,75.71125,78,57,2,27,26,0,1,2,3,3,1
2016-08-03,23.78125,78.7775,76,49,4,29,29,2,1,0,1,1,1
2016-08-04,24.77375,73.055,83,53,3,40,45,1,3,0,1,1,1
2016-08-05,23,81.78625,73,50,4,23,28,0,2,0,0,0,1
2016-08-06,23.60125,78.54375,81,51,4,34,27,0,2,0,0,0,1
2016-08-07,24.51875,76.25375,71,48,3,32,23,1,3,0,0,0,1
2016-08-08,25.05875,76.18,89,66,9,40,37,0,7,1,0,0,1
2016-08-09,24.15125,78.30875,71,47,3,20,23,0,2,0,0,0,1
2016-08-10,24.085,77.805,76,46,5,28,28,0,1,0,0,0,1
2016-08-11,23.33,82.9625,76,50,4,31,31,0,0,0,0,0,1
2016-08-12,24.5975,77.88875,67,40,6,32,27,0,2,1,0,0,1
2016-08-13,24.38875,78.92875,64,44,3,23,25,0,2,0,1,1,1
2016-08-14,24,76.78125,56,37,5,20,16,0,1,1,1,1,1
2016-08-15,24.355,74.09625,76,46,6,30,29,0,6,1,0,0,1
2016-08-16,24.3275,72.3175,86,57,9,39,30,0,5,1,0,0,1
2016-08-17,24.61125,74.64375,76,54,2,24,21,0,2,0,1,1,1
2016-08-18,24.235,74.705,93,63,7,39,31,0,4,0,0,0,1
2016-08-19,23.44125,76.13375,66,48,3,23,23,0,0,0,0,0,1
2016-08-20,22.74375,79.33375,68,49,5,25,22,0,1,1,1,1,1
2016-08-21,22.79875,82.86375,71,48,2,26,28,1,1,1,0,0,1
2016-08-22,22.03125,80.26125,77,52,8,33,35,0,2,1,1,1,1
2016-08-23,20.9025,71.905,61,32,5,31,26,0,1,0,1,1,1
2016-08-24,21.3975,74.56125,84,52,7,35,32,0,1,2,0,0,1
2016-08-25,21.505,82.15875,69,41,3,37,33,0,2,0,1,1,1
2016-08-26,24.0675,73.76375,78,46,3,39,37,0,1,0,2,2,1
2016-08-27,24.7075,70.2275,53,34,4,22,23,0,0,0,0,0,1
2016-08-28,24.19125,72.5275,74,43,1,29,30,0,1,0,1,1,1
2016-08-29,22.1275,77.89625,74,45,5,34,38,0,1,0,0,0,1
2016-08-30,22.2625,70.6175,90,55,2,30,33,0,3,0,1,1,1
2016-08-31,22.47125,71.7125,63,41,7,29,22,0,1,0,0,0,1
2016-09-01,23.44,71.865,62,30,4,28,35,0,2,1,1,1,1
2016-09-02,23.415,74.72,67,37,1,27,25,1,2,0,1,1,1
2016-09-03,17.22875,85.9375,58,45,3,21,18,0,2,2,1,1,1
2016-09-04,19.70375,67.1925,68,52,4,31,30,0,1,1,0,0,1
2016-09-05,20.28875,71.325,67,46,6,21,20,0,0,1,0,0,1
2016-09-06,20.4275,68.53125,86,56,5,41,30,0,1,1,2,2,1
2016-09-07,21.43125,64.06125,86,61,3,37,34,0,3,0,0,0,1
2016-09-08,21.965,62.3475,81,48,2,31,35,0,0,1,1,1,1
2016-09-09,22.61875,65.67625,92,57,6,43,40,0,2,0,2,2,1
2016-09-10,22.995,67.49875,69,51,5,25,31,0,1,1,0,0,1
2016-09-11,23.325,63.495,69,38,4,32,26,0,0,1,2,2,1
2016-09-12,21.43875,67.0025,95,62,2,35,37,0,2,1,0,0,1
2016-09-13,22.05875,73.565,75,58,3,25,22,0,3,0,1,1,1
2016-09-14,21.645,72.51125,77,45,3,34,30,0,2,0,1,1,1
2016-09-15,22.4125,68.715,88,58,8,37,42,0,2,1,0,0,1
2016-09-16,22.81125,61.82125,89,55,3,35,33,0,1,0,1,1,1
2016-09-17,22.18875,73.75625,65,45,2,27,22,0,3,0,0,0,1
2016-09-18,20.9075,72.75125,64,43,1,22,28,0,1,0,0,0,1
2016-09-19,20.14,86.36625,93,63,7,35,42,0,3,1,2,2,1
2016-09-20,20.9475,75.48625,82,54,6,38,32,1,1,2,2,2,1
2016-09-21,20.96375,66.35625,85,60,3,30,24,0,2,0,0,0,1
2016-09-22,21.0925,69.67875,75,48,4,25,26,0,0,0,0,0,1
2016-09-23,20.24375,78.9525,88,53,6,37,31,0,4,0,2,2,1
2016-09-24,20.9925,69.9075,81,52,5,26,37,1,2,0,1,1,1
2016-09-25,22.46,59.955,75,52,5,25,25,0,2,0,0,0,1
2016-09-26,22.1225,72.0125,91,57,8,29,29,0,0,0,3,3,1
2016-09-27,21.85,72.85375,86,58,2,38,31,0,1,1,0,0,1
2016-09-28,20.50375,76.84,70,31,5,27,35,0,1,1,1,1,1
2016-09-29,17.81,67.8775,74,51,4,39,27,0,4,0,1,1,1
2016-09-30,15.40125,71.305,69,49,6,35,24,0,0,1,0,0,1
2016-10-01,14.57,65.27375,68,48,4,26,22,0,2,0,0,0,1
2016-10-02,15.17125,67.64875,64,42,3,22,24,0,0,0,1,1,1
2016-10-03,15.7225,71.76625,72,55,2,25,28,0,2,0,0,0,1
2016-10-04,16.82375,75.085,86,66,2,28,37,1,2,0,0,0,1
2016-10-05,16.64125,74.46125,62,47,2,19,24,0,2,1,1,1,1
2016-10-06,16.21375,70.80875,67,52,5,28,24,0,0,0,2,2,1
2016-10-07,16.2125,76.64,85,62,3,36,29,0,3,0,0,0,1
2016-10-08,17.48375,96.18125,79,52,3,25,29,1,0,0,1,1,1
2016-10-09,14.72875,72.10625,72,48,4,29,28,1,0,0,0,0,1
2016-10-10,12.58625,53.25375,90,56,9,38,34,1,3,0,2,2,1
2016-10-11,13.055,54.84375,76,52,0,22,20,0,0,0,0,0,1
2016-10-12,11.89125,64.28375,75,49,4,32,28,0,2,0,2,2,1
2016-10-13,12.63125,60.6125,83,59,6,32,35,0,2,0,1,1,1
2016-10-14,15.005,65.01625,78,49,6,42,38,1,1,0,0,0,1
2016-10-15,15.905,74.59375,75,55,6,29,28,0,2,1,0,0,1
2016-10-16,18.0875,70.89,61,43,1,15,18,0,0,0,0,0,1
2016-10-17,16.395,75.9,89,63,3,30,31,2,3,0,0,0,1
2016-10-18,17.62875,68.76125,88,69,6,28,22,0,1,0,0,0,1
2016-10-19,18.3875,69.2225,87,60,0,34,31,0,0,1,0,0,1
2016-10-20,19.51125,66.99,75,53,3,27,27,0,1,1,1,1,1
2016-10-21,19.63375,64.92125,74,54,5,18,23,0,0,1,1,1,1
2016-10-22,10.32625,64.73625,59,40,3,13,14,0,1,0,1,1,1
2016-10-23,6.29875,59.42875,72,48,5,23,27,0,5,0,1,1,1
2016-10-24,10.6475,54.74125,92,66,6,30,32,0,3,0,0,0,1
2016-10-25,14.135,48.97875,92,68,7,31,35,0,3,0,1,1,1
2016-10-26,11.675,52.75125,88,66,4,32,31,0,2,0,2,2,1
2016-10-27,12.00375,66.93125,87,55,3,30,32,1,2,1,1,1,1
2016-10-28,14.40625,79.16875,66,43,4,23,26,0,0,1,0,0,1
2016-10-29,15.0975,57.9425,84,59,6,26,25,0,1,2,0,0,1
2016-10-30,16.25375,59.225,97,61,2,40,45,0,4,0,1,1,1
2016-10-31,16.68625,59.23625,79,52,7,30,34,1,0,0,1,1,1
2016-11-01,17.85625,62.3175,84,64,7,33,33,0,2,0,0,0,1
2016-11-02,17.26125,69.5675,74,54,3,28,26,0,4,0,0,0,1
2016-11-03,16.49875,63.89875,85,62,6,26,28,3,2,0,0,0,1
2016-11-04,16.3,70.99125,70,49,7,24,28,0,2,0,1,1,1
2016-11-05,10.72375,56.55,57,40,3,23,21,0,1,0,1,1,1
2016-11-06,10.35625,53.07,52,36,3,18,15,0,1,1,1,1,1
2016-11-07,10.9725,49.8675,65,47,7,27,27,0,3,0,0,0,1
2016-11-08,10.18875,50.42625,75,56,4,27,30,0,2,0,1,1,1
2016-11-09,9.86375,58.38125,74,54,5,26,22,0,1,1,0,0,1
2016-11-10,8.27625,59.6175,75,53,7,33,29,0,3,0,1,1,1
2016-11-11,10.43625,32.00375,85,56,8,39,37,0,5,1,0,0,1
2016-11-12,9.135,48.0925,77,55,1,27,28,1,2,1,3,3,1
2016-11-13,5.94875,59.6125,85,48,4,32,36,0,0,1,1,1,1
2016-11-14,7.1075,53.32,95,71,4,38,40,0,6,0,0,0,1
2016-11-15,7.40625,57.57375,72,48,5,33,33,0,3,1,2,2,1
2016-11-16,7.53125,59.61625,89,62,4,47,40,1,3,1,0,0,1
2016-11-17,9.49875,55.17875,92,62,7,29,39,2,2,2,0,0,1
2016-11-18,11.11875,51.97625,76,56,0,29,30,0,3,1,1,1,1
2016-11-19,12.79625,48.895,71,52,1,21,15,0,0,0,1,1,1
2016-11-20,4.9475,47.25,81,58,9,27,30,1,1,0,2,2,1
2016-11-21,2.28375,31.58125,94,65,11,26,38,1,5,1,3,3,1
2016-11-22,3.46875,29.67875,97,60,6,48,40,0,0,0,2,2,1
2016-11-23,6.17,37.56875,61,42,3,26,24,0,3,1,1,1,1
2016-11-24,8.765,51.3925,69,48,4,24,23,0,0,0,1,1,1
2016-11-25,10.81625,72.64,84,56,7,35,32,0,2,0,0,0,1
2016-11-26,10.07625,65.49,89,58,5,42,42,0,2,0,0,0,1
2016-11-27,1.98,58.45875,71,51,0,29,24,0,0,2,0,0,1
2016-11-28,3.33,57.42125,95,70,2,35,32,0,3,0,1,1,1
2016-11-29,8.6025,78.755,87,69,7,31,26,1,1,0,0,0,1
2016-11-30,15.7875,80.86625,84,55,8,35,26,0,4,0,2,2,1
2016-12-01,10.755,90.76375,76,52,4,19,31,0,0,1,2,2,1
2016-12-02,5.73875,57.16625,87,62,5,31,27,1,2,1,3,3,1
2016-12-03,5.48375,48.93,61,37,2,25,25,0,4,1,1,1,1
2016-12-04,5.205,67.03,60,48,2,15,15,0,2,0,0,0,1
2016-12-05,4.91375,91.12,74,52,3,32,28,0,1,0,0,0,1
2016-12-06,9.21625,86.6325,78,52,7,35,29,0,1,0,0,0,1
2016-12-07,6.595,90.4,74,58,4,30,27,1,0,0,0,0,1
2016-12-08,8.2675,69.5175,83,58,5,33,39,0,3,0,1,1,1
2016-12-09,-0.5425,51.45625,93,67,4,36,36,1,5,0,1,1,1
2016-12-10,-4.0975,58.245,62,39,5,21,22,0,2,0,1,1,1
2016-12-11,-2.18625,50.79375,73,51,4,26,32,0,1,0,0,0,1
2016-12-12,2.4375,75.74625,82,68,6,30,29,0,3,0,0,0,1
2016-12-13,7.32875,80.45,91,69,3,35,31,1,5,0,1,1,1
2016-12-14,4.1875,97.895,63,52,4,24,18,0,1,1,0,0,1
2016-12-15,2.065,79.545,82,60,5,33,33,0,2,0,1,1,1
2016-12-16,-4.3725,38.35375,68,48,5,33,25,0,2,1,0,0,1
2016-12-17,-1.29375,49.35375,73,53,4,28,26,0,1,1,0,0,1
2016-12-18,10.31375,95.31375,89,69,7,31,23,0,2,0,0,0,1
2016-12-19,8.97,68.4625,77,55,4,30,33,0,1,0,0,0,1
2016-12-20,2.795,75.57,74,54,4,30,25,0,4,1,1,1,1
2016-12-21,2.54625,60.30625,80,57,6,33,23,0,4,1,0,0,1
2016-12-22,5.62875,51.86125,85,58,3,33,31,0,2,1,1,1,1
2016-12-23,7.00125,44.19,66,44,7,33,30,0,1,1,0,0,1
2016-12-24,6.50875,46.80875,66,48,2,24,29,0,1,0,1,1,1
2016-12-25,11.4275,80.92,65,45,0,19,22,0,1,0,0,0,1
2016-12-26,13.3425,76.69,99,70,7,38,26,0,0,1,2,2,1
