Date,TAVG,RH,Mental_Health,Substance,Schizophrenia,Mood,Anxiety,Behavioral,Personality,Intellectual,Developmental,Emotional,loc
2019-02-12,7.4136,100.0224,359,249,18,88,72,2,6,2,5,5,3
2019-02-13,6.4428,98.212,343,232,25,78,91,1,9,8,4,4,3
2019-02-14,6.58,38.844,340,258,19,64,61,3,5,1,2,2,3
2019-02-15,8.3392,46.5664,329,232,19,65,66,1,7,1,2,2,3
2019-02-16,13.7716,74.8448,290,214,16,65,56,1,4,1,6,6,3
2019-02-17,8.8668,77.6088,320,228,17,76,59,4,8,7,3,3,3
2019-02-18,4.2772,87.3036,352,255,20,70,64,0,7,2,7,7,3
2019-02-19,10.4844,49.3352,361,266,19,77,69,3,6,1,3,3,3
2019-02-20,3.3948,79.294,390,289,12,58,65,2,4,2,5,5,3
2019-02-21,3.3788,93.096,399,312,15,76,80,3,6,0,6,6,3
2019-02-22,10.932,99.6496,322,227,14,73,63,3,2,5,2,2,3
2019-02-23,8.07,97.1444,309,218,18,71,68,1,4,5,4,4,3
2019-02-24,5.6944,93.8608,281,202,15,52,45,1,6,2,5,5,3
2019-02-25,11.9608,40.0912,364,268,22,74,79,2,3,1,7,7,3
2019-02-26,8.938,31.124,386,279,13,82,89,1,8,0,3,3,3
2019-02-27,10.7656,50.8748,391,291,16,73,82,0,4,4,5,5,3
2019-02-28,11.2764,85.8504,335,243,17,79,67,0,9,5,6,6,3
2019-03-01,12.9404,91.3648,311,222,19,75,56,1,5,2,3,3,3
2019-03-02,10.0504,91.1292,293,214,11,52,66,2,3,3,9,9,3
2019-03-03,10.4308,84.8156,331,243,20,63,51,0,5,2,4,4,3
2019-03-04,8.382,97.5516,374,275,28,72,71,2,3,2,4,4,3
2019-03-05,5.7948,57.2156,365,258,24,72,76,1,6,2,3,3,3
2019-03-06,3.09,42.1216,372,276,20,69,65,1,10,2,6,6,3
2019-03-07,2.7916,36.1448,352,260,25,70,80,1,8,2,3,3,3
2019-03-08,6.4836,36.8576,354,248,14,82,75,3,9,4,2,2,3
2019-03-09,7.3892,80.4532,307,232,8,59,55,1,3,1,3,3,3
2019-03-10,7.336,99.0628,316,239,11,63,63,0,5,0,4,4,3
2019-03-11,13.318,86.2048,423,324,22,99,74,3,8,2,6,6,3
2019-03-12,12.2936,57.6784,385,278,18,80,84,3,5,3,6,6,3
2019-03-13,9.2472,42.6008,368,253,17,75,74,5,3,1,3,3,3
2019-03-14,11.5588,55.9144,337,254,16,75,67,1,3,2,1,1,3
2019-03-15,16.7276,75.1564,380,288,18,91,80,0,4,1,5,5,3
2019-03-16,13.4704,79.5948,299,217,23,54,55,1,3,0,7,7,3
2019-03-17,8.1472,45.4848,326,244,14,61,68,0,4,4,2,2,3
2019-03-18,8.2376,42.5256,386,279,17,71,68,2,6,0,5,5,3
2019-03-19,8.416,34.6008,362,277,12,70,73,0,2,1,1,1,3
2019-03-20,6.1888,46.0788,375,263,28,82,75,2,1,0,3,3,3
2019-03-21,9.1052,55.5512,358,259,25,77,75,2,6,1,2,2,3
2019-03-22,9.3756,62.6672,345,250,30,62,81,1,5,1,9,9,3
2019-03-23,10.606,40.7064,345,259,25,66,59,2,3,5,2,2,3
2019-03-24,10.3092,33.2404,330,243,12,70,65,1,6,1,2,2,3
2019-03-25,13.6172,55.5612,390,283,20,69,73,0,5,2,6,6,3
2019-03-26,16.2316,69.55,358,263,20,83,74,0,9,4,7,7,3
2019-03-27,8.326,63.4188,349,249,20,74,72,2,8,1,2,2,3
2019-03-28,6.9532,44.3948,367,264,20,63,76,1,8,1,7,7,3
2019-03-29,11.5384,50.4616,365,257,25,68,79,0,3,3,6,6,3
2019-03-30,15.914,43.8636,312,245,21,49,56,2,5,2,2,2,3
2019-03-31,19.3856,50.1316,332,246,21,57,72,2,2,1,7,7,3
2019-04-01,10.2588,46.0496,351,245,10,83,78,0,4,5,6,6,3
2019-04-02,7.7864,35.9416,352,270,24,67,69,1,6,4,4,4,3
2019-04-03,5.8448,71.1392,349,264,20,80,58,0,7,5,6,6,3
2019-04-04,13.3624,45.1896,363,259,16,69,71,1,4,3,3,3,3
2019-04-05,16.9272,46.4984,317,221,16,65,71,1,7,2,6,6,3
2019-04-06,14.1648,91.0364,325,258,18,63,59,0,10,0,2,2,3
2019-04-07,17.6724,68.5584,303,225,10,55,54,0,3,3,7,7,3
2019-04-08,17.7612,90.3428,393,289,19,94,82,2,15,2,9,9,3
2019-04-09,22.0344,74.7668,377,279,16,77,72,1,11,6,5,5,3
2019-04-10,17.728,88.7636,328,223,21,72,74,2,5,3,9,9,3
2019-04-11,18.6964,44.5408,328,255,12,66,62,2,6,4,7,7,3
2019-04-12,20.5512,63.0612,330,253,15,71,66,1,7,2,5,5,3
2019-04-13,21.4108,86.5504,302,223,17,55,67,3,6,2,2,2,3
2019-04-14,20.6588,87.9788,315,242,16,42,60,2,2,1,3,3,3
2019-04-15,18.022,91.3832,342,267,18,62,70,1,5,0,5,5,3
2019-04-16,11.978,49.9764,338,254,16,63,64,1,7,2,2,2,3
2019-04-17,15.1968,47.598,381,291,25,77,63,2,4,3,6,6,3
2019-04-18,20.1824,56.418,311,232,21,51,62,4,6,2,3,3,3
2019-04-19,21.7312,66.7284,327,252,15,63,60,2,3,3,3,3,3
2019-04-20,16.3948,85.9416,286,223,14,42,55,0,3,0,3,3,3
2019-04-21,8.902,81.9644,307,229,14,50,60,2,3,3,5,5,3
2019-04-22,12.1512,64.9872,368,278,14,69,73,5,5,0,2,2,3
2019-04-23,17.2304,56.9768,367,293,19,50,58,4,4,3,4,4,3
2019-04-24,21.362,52.95,337,246,20,61,56,1,4,3,3,3,3
2019-04-25,22.6408,48.192,368,270,22,85,73,0,6,3,3,3,3
2019-04-26,22.0656,62.6504,324,240,15,62,58,0,6,2,1,1,3
2019-04-27,15.2284,60.3904,288,222,13,45,55,1,3,3,4,4,3
2019-04-28,19.0408,39.686,334,254,14,61,60,1,3,3,4,4,3
2019-04-29,22.1356,53.9432,353,263,20,72,68,2,4,0,4,4,3
2019-04-30,18.5996,71.53,352,278,24,70,73,0,4,0,7,7,3
2019-05-01,23.0056,65.8744,317,244,15,59,61,2,4,3,3,3,3
2019-05-02,22.736,70.542,348,251,22,63,65,0,6,2,2,2,3
2019-05-03,22.7176,63.1752,357,268,18,61,58,1,7,5,3,3,3
2019-05-04,23.7332,73.5516,306,235,16,50,57,1,3,2,6,6,3
2019-05-05,23.9412,72.5676,301,236,13,41,50,1,3,3,7,7,3
2019-05-06,20.3952,80.2992,399,305,26,75,63,0,4,6,7,7,3
2019-05-07,21.0872,66.234,377,273,19,81,75,4,7,4,5,5,3
2019-05-08,21.9316,70.6484,358,258,17,66,80,2,7,2,4,4,3
2019-05-09,22.0088,71.558,354,265,19,69,75,4,5,1,4,4,3
2019-05-10,21.7372,73.6884,348,262,17,67,66,2,9,4,3,3,3
2019-05-11,21.8932,82.12,324,245,20,63,65,1,6,2,4,4,3
2019-05-12,20.9936,87.2728,318,245,14,70,53,1,5,3,3,3,3
2019-05-13,21.1624,82.2064,361,276,16,74,63,0,3,4,1,1,3
2019-05-14,16.676,60.3156,350,251,18,73,76,2,6,2,1,1,3
2019-05-15,14.8408,56.6236,358,253,13,62,64,1,6,1,6,6,3
2019-05-16,16.2768,59.2016,357,272,16,67,55,1,4,2,5,5,3
2019-05-17,20.548,62.8056,309,232,20,58,64,0,7,6,4,4,3
2019-05-18,24.308,63.0184,301,214,18,51,69,2,3,1,1,1,3
2019-05-19,26.2496,59.0424,321,240,17,66,69,3,5,0,5,5,3
2019-05-20,25.5784,58.9752,383,280,21,72,67,3,2,6,8,8,3
2019-05-21,23.778,69.1608,352,262,11,53,67,2,4,3,5,5,3
2019-05-22,25.104,54.2168,340,252,20,69,69,1,5,4,8,8,3
2019-05-23,23.0612,75.372,330,239,18,61,70,2,3,2,3,3,3
2019-05-24,24.7968,76.6828,314,224,18,75,64,2,1,1,0,0,3
2019-05-25,26.8756,60.5516,310,241,18,50,65,0,5,3,5,5,3
2019-05-26,27.2912,63.9448,323,255,21,63,48,2,7,3,3,3,3
2019-05-27,26.8972,56.3988,332,261,16,71,50,0,7,1,4,4,3
2019-05-28,26.5112,60.1508,385,280,18,64,73,1,9,1,2,2,3
2019-05-29,27.4056,49.286,348,256,13,61,66,0,7,4,7,7,3
2019-05-30,27.238,52.6396,364,266,21,77,58,2,10,1,6,6,3
2019-05-31,27.4404,50.0976,300,206,12,71,73,1,4,5,2,2,3
2019-06-01,23.7364,58.2124,286,226,14,55,58,1,8,2,3,3,3
2019-06-02,23.342,57.6112,310,230,14,59,58,0,3,5,8,8,3
2019-06-03,24.4052,54.3308,370,276,22,71,63,2,6,4,6,6,3
2019-06-04,24.19,46.9944,338,266,22,51,57,0,5,2,3,3,3
2019-06-05,24.48,56.5884,335,249,20,71,63,1,4,4,8,8,3
2019-06-06,24.5372,77.7604,372,282,17,71,69,1,6,7,3,3,3
2019-06-07,25.1456,69.3704,338,263,22,62,54,2,7,2,1,1,3
2019-06-08,22.6308,91.3108,321,250,16,44,54,2,7,2,4,4,3
2019-06-09,26.3436,71.9132,319,250,18,53,61,3,3,3,1,1,3
2019-06-10,23.856,84.4512,379,292,20,72,77,1,6,2,5,5,3
2019-06-11,24.6672,77.4104,352,269,21,68,62,2,8,5,2,2,3
2019-06-12,22.8868,48.6184,346,244,21,69,79,1,6,4,3,3,3
2019-06-13,18.0796,79.9292,359,281,25,64,53,0,5,5,7,7,3
2019-06-14,19.3516,61.6196,317,230,20,61,71,0,7,2,4,4,3
2019-06-15,19.484,50.4652,290,226,9,47,41,2,2,3,3,3,3
2019-06-16,22.5948,59.738,290,216,18,52,43,2,1,1,3,3,3
2019-06-17,26.3108,65.3312,354,279,18,69,67,1,9,0,2,2,3
2019-06-18,27.5756,66.2188,374,279,12,71,74,1,4,5,4,4,3
2019-06-19,26.3812,73.2052,337,247,16,66,68,3,5,5,6,6,3
2019-06-20,26.2932,73.1452,348,260,15,64,65,5,7,5,2,2,3
2019-06-21,25.7892,68.0584,341,251,21,58,69,1,4,3,1,1,3
2019-06-22,25.7028,56.7164,309,232,18,58,62,1,2,3,3,3,3
2019-06-23,25.5712,69.576,300,220,15,58,62,0,2,2,2,2,3
2019-06-24,24.8244,73.2492,391,289,17,81,71,1,6,1,2,2,3
2019-06-25,26.5976,69.1916,363,270,15,80,68,4,6,3,7,7,3
2019-06-26,25.1376,67.5584,347,271,23,70,70,1,7,2,1,1,3
2019-06-27,25.3028,64.454,323,240,16,69,55,3,6,1,2,2,3
2019-06-28,26.646,62.9664,343,249,21,65,69,1,4,2,4,4,3
2019-06-29,26.7664,64.3608,306,237,19,58,41,1,6,3,2,2,3
2019-06-30,26.9216,61.9696,289,219,19,53,51,2,5,3,1,1,3
2019-07-01,27.6868,61.9876,388,276,18,78,70,2,5,5,5,5,3
2019-07-02,27.3864,61.1292,354,265,21,71,69,2,6,2,4,4,3
2019-07-03,28.4368,60.67,352,273,19,62,60,1,5,1,4,4,3
2019-07-04,29.1464,57.404,307,225,12,71,63,0,6,2,0,0,3
2019-07-05,28.4032,65.1268,312,228,22,56,58,1,5,4,8,8,3
2019-07-06,26.7864,75.0824,349,268,19,67,63,0,2,2,3,3,3
2019-07-07,26.5104,79.5256,366,270,18,62,73,2,8,2,3,3,3
2019-07-08,28.5868,68.512,370,280,20,78,51,2,4,4,5,5,3
2019-07-09,29.1724,67.5084,361,255,22,70,64,2,7,3,10,10,3
2019-07-10,25.52,78.6304,360,255,18,73,68,2,5,3,4,4,3
2019-07-11,27.8516,70.6972,382,290,15,77,79,2,9,1,2,2,3
2019-07-12,27.9052,71.0868,335,262,17,67,64,1,4,4,4,4,3
2019-07-13,28.2168,72.4176,303,223,16,68,58,0,5,4,1,1,3
2019-07-14,27.662,70.7092,319,245,18,58,54,2,9,0,3,3,3
2019-07-15,28.1972,65.16,400,308,23,58,72,0,6,3,5,5,3
2019-07-16,28.86,62.3096,349,268,24,54,63,2,9,3,4,4,3
2019-07-17,29.2352,61.7548,352,267,16,69,67,2,8,3,6,6,3
2019-07-18,29.0188,60.1996,350,256,19,74,77,0,2,4,6,6,3
2019-07-19,28.8464,64.8748,345,252,18,65,64,2,10,1,1,1,3
2019-07-20,29.0264,64.8096,318,242,19,59,63,2,3,1,3,3,3
2019-07-21,27.8976,71.2444,328,258,13,67,67,1,6,0,3,3,3
2019-07-22,28.4748,62.384,357,279,22,65,72,1,8,3,2,2,3
2019-07-23,27.7684,66.626,345,259,18,66,69,1,3,2,5,5,3
2019-07-24,22.6424,77.7576,327,231,20,63,67,0,2,5,3,3,3
2019-07-25,22.834,59.4904,335,247,13,52,72,2,1,2,1,1,3
2019-07-26,24.392,57.8924,324,236,19,56,67,0,3,2,4,4,3
2019-07-27,23.8144,61.6056,290,206,21,52,51,3,5,1,4,4,3
2019-07-28,24.5952,60.8428,298,229,26,47,57,0,3,1,2,2,3
2019-07-29,25.644,60.3336,379,283,15,78,72,0,11,3,6,6,3
2019-07-30,26.5592,52.9192,347,272,18,66,58,1,7,5,4,4,3
2019-07-31,27.4332,54.4416,368,279,20,77,71,1,9,0,4,4,3
2019-08-01,26.4428,67.2812,323,253,20,68,64,0,9,3,5,5,3
2019-08-02,26.8392,64.0056,336,253,10,84,62,1,6,0,2,2,3
2019-08-03,25.3108,74.1296,313,253,14,53,60,2,7,2,5,5,3
2019-08-04,26.2724,72.0512,303,228,15,53,66,1,3,2,3,3,3
2019-08-05,25.8272,73.6232,384,289,18,70,77,1,5,6,2,2,3
2019-08-06,24.8984,74.9324,346,266,22,65,72,0,9,3,6,6,3
2019-08-07,27.162,66.5688,312,231,13,61,58,0,4,2,9,9,3
2019-08-08,26.7972,66.4364,346,258,22,62,78,0,7,4,6,6,3
2019-08-09,26.5048,61.5408,324,245,19,57,64,2,2,3,2,2,3
2019-08-10,27.8776,54.888,322,252,20,69,47,1,6,4,5,5,3
2019-08-11,27.318,67.866,311,254,14,59,56,0,4,1,1,1,3
2019-08-12,27.6396,65.6516,363,282,14,73,63,1,6,0,2,2,3
2019-08-13,28.5572,66.7256,351,269,17,71,69,2,4,2,5,5,3
2019-08-14,29.0828,67.1292,330,245,16,66,68,1,3,4,6,6,3
2019-08-15,27.554,72.6836,325,253,12,61,62,1,3,3,5,5,3
2019-08-16,27.4364,71.4924,373,260,17,84,80,2,3,1,5,5,3
2019-08-17,27.8168,69.7116,304,223,15,62,74,2,1,0,5,5,3
2019-08-18,27.7484,69.8064,304,225,7,62,63,0,8,4,5,5,3
2019-08-19,28.504,65.1564,369,282,18,68,80,2,9,3,5,5,3
2019-08-20,28.3828,65.1288,348,266,24,62,75,3,5,1,3,3,3
2019-08-21,25.4268,80.192,371,285,21,69,71,2,9,4,2,2,3
2019-08-22,27.8488,70.6064,315,240,13,62,58,3,5,2,2,2,3
2019-08-23,28.2008,67.928,341,248,16,67,83,2,7,3,5,5,3
2019-08-24,27.0528,70.894,310,232,17,55,57,3,5,3,2,2,3
2019-08-25,19.0096,86.08,311,243,15,68,52,1,4,1,2,2,3
2019-08-26,21.1548,74.1724,361,274,19,61,59,1,3,5,6,6,3
2019-08-27,22.9052,69.914,378,287,25,73,66,3,7,4,5,5,3
2019-08-28,22.9156,83.2008,374,273,14,73,69,0,4,0,9,9,3
2019-08-29,23.9896,68.6252,354,254,15,62,65,0,4,1,3,3,3
2019-08-30,22.1052,59.3392,329,244,16,73,62,1,8,4,5,5,3
2019-08-31,23.5256,61.5092,287,209,6,58,60,3,6,2,2,2,3
2019-09-01,24.9784,62.3004,322,259,15,59,58,2,5,2,3,3,3
2019-09-02,24.8228,65.1268,350,257,19,62,77,1,2,0,3,3,3
2019-09-03,25.9404,66.8684,380,289,17,69,76,1,2,2,2,2,3
2019-09-04,26.5816,66.176,398,293,21,80,86,1,9,0,5,5,3
2019-09-05,27.4848,65.4528,335,248,24,52,61,0,4,4,2,2,3
2019-09-06,25.5936,67.1956,334,247,18,75,78,2,6,4,1,1,3
2019-09-07,25.8312,53.4428,344,248,15,49,58,1,5,1,7,7,3
2019-09-08,27.2652,54.8804,310,242,16,64,57,2,7,2,5,5,3
2019-09-09,26.5564,59.8628,392,293,27,76,70,1,4,1,3,3,3
2019-09-10,28.4864,60.3544,378,281,14,61,77,2,8,3,3,3,3
2019-09-11,28.1932,66.4012,390,286,21,79,83,2,9,2,3,3,3
2019-09-12,27.89,66.0472,370,277,15,75,62,3,10,4,2,2,3
2019-09-13,29.238,58.4892,333,256,19,63,72,0,12,2,2,2,3
2019-09-14,27.898,67.6068,291,228,15,50,49,0,8,0,5,5,3
2019-09-15,24.6812,77.4364,341,265,17,63,62,4,8,1,5,5,3
2019-09-16,26.0052,66.9512,376,283,11,78,87,1,9,3,3,3,3
2019-09-17,26.7284,56.7868,358,259,12,79,77,1,10,3,7,7,3
2019-09-18,27.3448,57.2096,341,257,18,69,75,2,6,1,2,2,3
2019-09-19,20.4188,63.2872,359,259,23,82,73,0,7,5,9,9,3
2019-09-20,18.2464,58.3488,348,252,16,74,65,1,4,3,5,5,3
2019-09-21,20.224,60.41,310,233,17,47,50,2,8,2,2,2,3
2019-09-22,23.0188,60.2908,321,237,14,53,67,2,5,3,3,3,3
2019-09-23,23.9424,58.6344,335,248,12,55,58,1,3,3,8,8,3
2019-09-24,25.0712,52.1164,378,298,14,70,64,1,8,2,3,3,3
2019-09-25,24.3948,50.9256,362,274,17,56,73,2,8,2,5,5,3
2019-09-26,24.956,54.6532,322,242,20,64,61,0,8,3,7,7,3
2019-09-27,26.7604,55.7224,329,246,15,67,63,0,3,3,4,4,3
2019-09-28,27.1324,63.426,281,219,11,45,41,0,6,3,3,3,3
2019-09-29,26.3396,64.5708,275,211,6,40,50,0,2,1,3,3,3
2019-09-30,28.2096,60.8312,244,194,8,21,37,0,0,2,2,2,3
2016-01-01,12.0378947368421,93.8689473684211,184,128,7,42,31,0,1,0,1,1,4
2016-01-02,4.82736842105263,76.8463157894737,165,100,7,34,34,1,0,1,5,5,4
2016-01-03,4.61,63.7805263157895,173,116,5,41,42,0,0,1,5,5,4
2016-01-04,4.86947368421053,65.0673684210526,203,125,11,44,43,0,1,2,3,3,4
2016-01-05,0.362631578947368,53.4505263157895,174,101,11,46,42,1,3,2,1,1,4
2016-01-06,-2.44526315789474,45.2226315789474,172,108,6,37,39,0,2,0,3,3,4
2016-01-07,0.68421052631579,77.58,181,121,7,39,45,1,0,1,0,0,4
2016-01-08,4.45631578947368,94.9521052631579,156,92,7,45,40,1,1,0,1,1,4
2016-01-09,6.78789473684211,98.681052631579,137,90,5,39,24,2,0,1,3,3,4
2016-01-10,10.8,96.3142105263158,148,86,4,31,31,1,0,2,4,4,4
2016-01-11,7.41631578947369,63.1373684210526,191,127,6,36,29,0,0,0,1,1,4
2016-01-12,1.95105263157895,44.7447368421053,175,116,16,48,31,0,1,0,2,2,4
2016-01-13,4.44789473684211,40.3305263157895,192,127,7,38,37,1,0,3,2,2,4
2016-01-14,1.12842105263158,40.6115789473684,178,115,7,41,37,0,1,1,0,0,4
2016-01-15,6.07842105263158,54.9705263157895,166,102,10,42,48,1,0,0,1,1,4
2016-01-16,4.97842105263158,99.6515789473684,150,90,6,35,42,1,2,2,2,2,4
2016-01-17,8.85947368421053,69.1342105263158,145,87,2,37,38,1,0,3,4,4,4
2016-01-18,0.873684210526316,82.3026315789474,160,116,5,24,27,0,1,1,2,2,4
2016-01-19,-3.21789473684211,42.6594736842105,158,101,9,47,36,0,4,1,4,4,4
2016-01-20,-4.52736842105263,45.2652631578947,174,115,10,36,38,1,1,1,4,4,4
2016-01-21,-1.87210526315789,62.6394736842105,167,118,5,29,36,2,2,0,1,1,4
2016-01-22,1.35263157894737,55.6163157894737,106,64,5,20,16,1,2,0,1,1,4
2016-01-23,-2.41421052631579,89.7521052631579,113,67,6,27,39,0,0,2,0,0,4
2016-01-24,-2.34210526315789,78.2931578947368,157,101,7,32,36,3,1,0,0,0,4
2016-01-25,1.51473684210526,52.0126315789474,181,102,6,44,46,2,2,0,1,1,4
2016-01-26,3.47105263157895,69.3236842105263,154,87,4,45,33,1,0,1,0,0,4
2016-01-27,8.10631578947369,79.2136842105263,192,127,5,44,41,2,2,0,1,1,4
2016-01-28,5.28526315789474,77.6557894736842,178,110,6,40,39,1,0,1,2,2,4
2016-01-29,3.17842105263158,77.7057894736842,172,106,9,38,43,0,0,1,4,4,4
2016-01-30,4.56842105263158,50.2326315789474,150,97,5,37,40,2,0,0,1,1,4
2016-01-31,5.32736842105263,56.5394736842105,175,119,7,46,39,0,1,1,0,0,4
2016-02-01,11.46,61.5663157894737,195,123,9,44,45,1,1,1,3,3,4
2016-02-02,15.5847368421053,70.9384210526316,170,106,6,42,44,1,1,1,0,0,4
2016-02-03,12.3378947368421,68.5063157894737,161,107,9,29,32,1,1,0,4,4,4
2016-02-04,15.8915789473684,98.3563157894737,166,109,8,34,37,0,1,1,3,3,4
2016-02-05,9.28,83.2826315789474,149,91,3,30,36,0,1,0,1,1,4
2016-02-06,2.44157894736842,58.1115789473684,147,96,9,33,34,0,2,0,2,2,4
2016-02-07,3.08157894736842,55.1273684210526,124,88,4,33,26,0,1,0,3,3,4
2016-02-08,2.10052631578947,59.4084210526316,178,107,8,49,49,1,1,2,7,7,4
2016-02-09,5.29052631578947,67.3126315789474,168,106,9,46,38,0,3,1,1,1,4
2016-02-10,1.10947368421053,53.1752631578948,174,104,17,42,44,1,1,1,1,1,4
2016-02-11,-1.48421052631579,44.2047368421053,153,78,4,40,50,1,2,2,4,4,4
2016-02-12,-1.05210526315789,38.9426315789474,151,94,6,32,36,0,2,0,1,1,4
2016-02-13,-1.98789473684211,60.8515789473684,147,91,7,29,36,0,3,2,3,3,4
2016-02-14,-4.46105263157895,34.9068421052632,134,90,5,31,33,0,1,0,2,2,4
2016-02-15,-4.7221052631579,42.201052631579,152,98,7,40,37,1,2,2,1,1,4
2016-02-16,4.63105263157895,77.4468421052632,189,123,9,40,38,1,0,1,2,2,4
2016-02-17,8.90578947368421,70.6373684210526,190,123,7,44,31,0,5,2,3,3,4
2016-02-18,6.40368421052632,56.1373684210526,175,107,4,52,37,0,1,1,3,3,4
2016-02-19,3.42263157894737,53.4384210526316,177,116,12,40,42,0,3,0,2,2,4
2016-02-20,4.7021052631579,53.7821052631579,169,119,6,38,32,1,0,0,1,1,4
2016-02-21,12.7031578947368,73.6047368421053,164,99,6,45,40,0,2,2,3,3,4
2016-02-22,14.2,84.2968421052632,200,130,4,50,36,1,1,1,4,4,4
2016-02-23,9.58631578947368,87.8531578947368,204,120,11,58,44,0,3,1,2,2,4
2016-02-24,7.92894736842105,91.211052631579,139,80,3,36,36,1,0,1,1,1,4
2016-02-25,13.5847368421053,74.9273684210526,166,95,6,38,44,0,1,1,4,4,4
2016-02-26,5.96,50.5605263157895,164,103,6,37,40,0,1,1,1,1,4
2016-02-27,2.72157894736842,49.5321052631579,148,87,9,44,47,0,2,0,3,3,4
2016-02-28,3.99157894736842,53.64,160,100,8,39,36,2,3,0,4,4,4
2016-02-29,9.96157894736842,47.3621052631579,171,105,13,44,44,0,1,0,0,0,4
2016-03-01,12.5773684210526,49.2994736842105,172,106,4,36,32,0,0,1,2,2,4
2016-03-02,13.8305263157895,65.1426315789474,159,88,7,51,51,1,4,0,2,2,4
2016-03-03,4.63368421052632,49.1089473684211,143,94,4,40,34,0,0,0,0,0,4
2016-03-04,4.44894736842105,62.6378947368421,161,100,8,44,47,1,2,0,3,3,4
2016-03-05,5.14421052631579,70.681052631579,156,107,9,33,32,1,1,1,4,4,4
2016-03-06,6.94842105263158,67.8652631578947,170,112,10,41,29,0,2,0,3,3,4
2016-03-07,6.77421052631579,69.4826315789474,175,109,6,45,33,1,0,0,2,2,4
2016-03-08,10.9815789473684,61.5368421052632,185,117,12,67,49,0,4,1,1,1,4
2016-03-09,17.3242105263158,51.3757894736842,197,127,12,47,46,0,1,0,2,2,4
2016-03-10,18.5778947368421,64.4194736842105,176,117,8,41,41,0,1,4,1,1,4
2016-03-11,20.4836842105263,65.4742105263158,165,102,8,41,42,0,6,0,1,1,4
2016-03-12,20.5884210526316,63.0989473684211,148,77,5,47,46,0,2,0,1,1,4
2016-03-13,19.8115789473684,67.5115789473684,164,102,8,46,46,0,3,0,1,1,4
2016-03-14,19.8410526315789,81.2426315789474,194,124,5,47,49,1,3,3,3,3,4
2016-03-15,18.8142105263158,77.3615789473684,162,110,7,45,44,0,0,0,0,0,4
2016-03-16,18.1589473684211,63.4963157894737,175,107,9,43,46,0,1,2,1,1,4
2016-03-17,19.3457894736842,45.9473684210526,195,126,4,49,49,0,5,1,4,4,4
2016-03-18,17.1173684210526,33.2526315789474,165,92,7,40,46,0,1,1,4,4,4
2016-03-19,15.1826315789474,38.8652631578947,163,114,3,50,37,0,2,1,0,0,4
2016-03-20,9.52,69.1857894736842,156,100,5,45,44,0,2,0,1,1,4
2016-03-21,4.23157894736842,90.3242105263158,166,101,11,43,38,0,3,1,1,1,4
2016-03-22,6.56157894736842,47.5136842105263,173,108,7,44,35,1,3,0,1,1,4
2016-03-23,11.0689473684211,44.7152631578947,160,103,9,33,36,1,0,1,3,3,4
2016-03-24,17.18,40.0484210526316,156,101,6,42,35,0,3,0,2,2,4
2016-03-25,19.2305263157895,63.5205263157895,169,108,6,48,47,1,3,1,2,2,4
2016-03-26,18.2889473684211,66.7594736842105,143,82,10,43,35,2,2,0,2,2,4
2016-03-27,14.6,71.82,135,87,6,25,36,0,2,0,2,2,4
2016-03-28,13.4357894736842,97.9389473684211,173,90,10,58,39,1,2,0,6,6,4
2016-03-29,14.7536842105263,50.1452631578948,172,109,5,42,46,1,0,0,1,1,4
2016-03-30,11.7052631578947,51.2121052631579,186,107,2,51,43,1,5,0,2,2,4
2016-03-31,13.8478947368421,56.9163157894737,164,108,5,42,39,0,0,3,2,2,4
2016-04-01,18.9373684210526,80.18,151,87,3,46,42,2,1,1,1,1,4
2016-04-02,20.3989473684211,76.5821052631579,170,105,6,43,41,1,0,1,1,1,4
2016-04-03,13.7442105263158,48.0794736842105,157,95,8,42,42,0,3,1,2,2,4
2016-04-04,10.2984210526316,39.141052631579,215,130,7,63,53,0,3,1,2,2,4
2016-04-05,15.2178947368421,46.1626315789474,185,121,3,56,42,1,1,1,3,3,4
2016-04-06,4.93421052631579,48.4252631578947,188,124,10,42,43,0,1,0,2,2,4
2016-04-07,8.54789473684211,64.54,175,108,5,37,48,1,1,3,2,2,4
2016-04-08,13.1436842105263,51.7963157894737,186,115,8,56,46,1,0,2,0,0,4
2016-04-09,10.4084210526316,43.3273684210526,145,81,8,44,37,1,1,2,1,1,4
2016-04-10,4.84421052631579,38.4721052631579,167,96,9,46,44,0,1,0,3,3,4
2016-04-11,7.68368421052632,44.9089473684211,193,114,8,43,39,0,1,1,1,1,4
2016-04-12,16.0226315789474,67.5489473684211,178,117,7,35,44,0,3,0,3,3,4
2016-04-13,11.7615789473684,96.4121052631579,184,115,4,44,45,1,1,0,1,1,4
2016-04-14,10.2610526315789,60.3694736842105,156,85,4,45,37,1,3,1,1,1,4
2016-04-15,10.9610526315789,49.3531578947368,176,103,7,47,42,0,1,0,2,2,4
2016-04-16,10.55,48.3584210526316,158,96,9,46,32,1,1,0,4,4,4
2016-04-17,11.7515789473684,45.9794736842105,143,88,6,35,41,1,1,0,2,2,4
2016-04-18,13.3421052631579,43.8973684210526,179,115,9,44,38,0,0,1,2,2,4
2016-04-19,20.1715789473684,39.201052631579,179,115,10,44,34,0,1,0,4,4,4
2016-04-20,21.6957894736842,36.5131578947368,144,87,6,37,41,2,0,0,3,3,4
2016-04-21,16.9778947368421,44.1268421052632,184,127,7,40,31,0,0,3,3,3,4
