Date,Total_Pop,Pop_5_24,Percent_5_24,Median_Age,Male_to_Female_Ratio,Pop_5_24_per1000,RUCA1,Income,Race,Total_Mobile_Home,No_English,Below_Poverty_Line,Percent_18_24_no_HS_diploma,Percent_No_HS_Diploma,Percent_Unemployment,NDVI,TAVG,TMIN,TMAX,EHF,Above_95th,RH,Heat_Index,Discomfort_Index,Outcome,month,Day,TMAX_24hr_diff,TMIN_24hr_diff,loc,Region,log_Total_Pop_per1000
2016-06-11,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.7975,21.1672727272727,12.7309090909091,29.6027272727273,0,0,58.1281818181818,20.9090909090909,19.6295344272727,6,6,7,2.48272727272727,2.55909090909091,1,1,5.27275850387137
2016-06-12,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.0125,23.2211111111111,14.9122222222222,31.5333333333333,0,0,63.3311111111111,23,21.4600084222222,7,6,1,1.90333333333333,2.16555555555556,1,1,5.27275850387137
2016-06-13,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.755,24.1575,17.07375,31.24625,0,0.125,57.52875,24,21.9008806625,13,6,2,-0.2425,2.1725,1,1,5.27275850387137
2016-06-14,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.6875,23.54875,15.46125,31.6375,0,0,62.00375,23.875,21.65478148125,9,6,3,0.39125,-1.6125,1,1,5.27275850387137
2016-06-15,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.63125,24.9144444444445,17.5811111111111,32.2488888888889,0.258790740740742,1,60.3388888888889,24.8888888888889,22.6379307666667,6,6,4,0.606666666666667,2.11666666666667,1,1,5.27275850387137
2016-06-16,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.07625,23.798,18.883,28.711,0,0,77.6,24.3,22.64944237,8,6,5,-3.462,1.36,1,1,5.27275850387137
2016-06-17,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.79125,25.94,20.2644444444444,31.6166666666667,0,1,54.5511111111111,26.3333333333333,23.0800924,9,6,6,2.84,1.29111111111111,1,1,5.27275850387137
2016-06-18,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.6275,22.0977777777778,16.5588888888889,27.6388888888889,0,0,65.1144444444445,22,20.6388012111111,6,6,7,-3.97777777777778,-3.70555555555556,1,1,5.27275850387137
2016-06-19,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.48375,18.4355555555556,11.0066666666667,25.8688888888889,0,0,63.3711111111111,17.8888888888889,17.6391147333333,10,6,1,-1.77,-5.55222222222222,1,1,5.27275850387137
2016-06-20,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.45125,18.4063636363636,10.03,26.7872727272727,0,0,54.6836363636364,17.8181818181818,17.4303678363636,11,6,2,0.974545454545455,-0.9,1,1,5.27275850387137
2016-06-21,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.06375,20.77375,12.43875,29.11,0,0,61.85125,20.625,19.45508161875,10,6,3,2.3575,2.33125,1,1,5.27275850387137
2016-06-22,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.73125,23.78,16.77125,30.79125,0.232583333333334,0,65.22875,23.875,22.00420833125,6,6,4,1.68125,4.3325,1,1,5.27275850387137
2016-06-23,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.51,24.98125,18.60125,31.36125,0.258000000000001,1,67.66875,25.25,23.1154557125,6,6,5,0.57,1.83,1,1,5.27275850387137
2016-06-24,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.54625,25.8455555555556,19.0622222222222,32.63,0.181333333333334,1,59.89,26.4444444444444,23.3409952555556,5,6,6,1.23777777777778,0.427777777777778,1,1,5.27275850387137
2016-06-25,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.3025,23.7755555555556,17.2644444444444,30.2833333333333,0,0,67.05,23.7777777777778,22.0910822888889,14,6,7,-2.22555555555556,-1.68888888888889,1,1,5.27275850387137
2016-06-26,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.72875,24.7975,18.23875,31.3575,0.0169583333333336,1,59.6525,24.875,22.5099030125,12,6,1,1.00125,0.88625,1,1,5.27275850387137
2016-06-27,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.01125,24.625,18.64125,30.61,0,0.5,67.12375,24.875,22.79186780625,5,6,2,-0.7475,0.4025,1,1,5.27275850387137
2016-06-28,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.53875,24.25,19.1,29.4,0,0,74.28,24.7777777777778,22.8673089833333,11,6,3,-1.15777777777778,0.534444444444445,1,1,5.27275850387137
2016-06-29,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.38875,21.97875,14.7275,29.23125,0,0,72.05875,21.875,20.8276716375,7,6,4,-0.24625,-4.48,1,1,5.27275850387137
2016-06-30,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.01375,21.8175,14.37625,29.2575,0,0,66.04375,21.875,20.4488985625,13,6,5,0.02625,-0.35125,1,1,5.27275850387137
2016-07-01,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.465,22.3425,16.3,28.38875,0,0,74.5575,22.5,21.24303343125,6,7,6,-0.86875,1.92375,1,1,5.27275850387137
2016-07-02,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.57625,22.855,15.61125,30.09625,0,0,65.0225,22.875,21.24534174375,8,7,7,1.7075,-0.68875,1,1,5.27275850387137
2016-07-03,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.40875,23.685,16.75375,30.61125,0,0,66.51125,23.875,21.99209250625,12,7,1,0.515,1.1425,1,1,5.27275850387137
2016-07-04,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.17875,25.20875,18.945,31.47,0,0,66.37,25.5,23.22660946875,12,7,2,0.85875,2.19125,1,1,5.27275850387137
2016-07-05,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.0625,24.98625,19.0275,30.94625,0,0,71.11625,25.375,23.3189452125,12,7,3,-0.52375,0.0825,1,1,5.27275850387137
2016-07-06,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.735,24.3,18.55,30.0544444444444,0,0,73.5711111111111,24.7777777777778,22.8751414,10,7,4,-0.97,-0.49,1,1,5.27275850387137
2016-07-07,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.3625,24.5333333333333,17.6777777777778,31.3888888888889,0,0,67.4822222222222,24.8888888888889,22.7387753666667,5,7,5,1.27777777777778,-0.853333333333333,1,1,5.27275850387137
2016-07-08,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.26125,23.42375,17.83625,29.015,0,0,73.25375,23.75,22.1094354875,7,7,6,-2.2975,0.14875,1,1,5.27275850387137
2016-07-09,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.0975,24.72,17.3711111111111,32.0655555555556,0,0,65.3466666666667,25,22.7716759666667,6,7,7,3.02111111111111,-0.376666666666667,1,1,5.27275850387137
2016-07-10,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.5025,23.37875,17.14125,29.62,0,0,66.28375,23.625,21.73185798125,10,7,1,-2.48375,-0.2975,1,1,5.27275850387137
2016-07-11,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.56125,22.8533333333333,16.0377777777778,29.6666666666667,0,0,68.7733333333333,22.7777777777778,21.4167627277778,12,7,2,0.0622222222222222,-1.01222222222222,1,1,5.27275850387137
2016-07-12,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.56125,22.9366666666667,17.0833333333333,28.7855555555556,0,0,73.8011111111111,23.3333333333333,21.7191635055556,7,7,3,-0.916666666666667,0.918888888888889,1,1,5.27275850387137
2016-07-13,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.65375,22.875,16.45875,29.29375,0,0,73.1375,23.375,21.637145525,12,7,4,0.4525,-0.6325,1,1,5.27275850387137
2016-07-14,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.6,23.33875,16.945,29.7325,0,0,72.37125,23.625,21.9934314375,7,7,5,0.43875,0.48625,1,1,5.27275850387137
2016-07-15,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.46,23.74125,17.31125,30.17375,0,0,69.205,23.875,22.17490740625,5,7,6,0.44125,0.36625,1,1,5.27275850387137
2016-07-16,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.17625,22.9788888888889,17.6711111111111,28.2888888888889,0,0,74.8677777777778,23.2222222222222,21.80429135,7,7,7,-1.83444444444444,0.468888888888889,1,1,5.27275850387137
2016-07-17,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.2725,21.98,16.4725,27.4875,0,0,77.63125,22.25,21.054729775,5,7,1,-0.88125,-1.29,1,1,5.27275850387137
2016-07-18,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.69625,23.285,17.14,29.43,0,0,74.9375,23.5,22.0672745625,12,7,2,1.9425,0.6675,1,1,5.27275850387137
2016-07-19,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.3475,23.99125,18.275,29.70875,0,0,75.60375,24.25,22.71523480625,8,7,3,0.27875,1.135,1,1,5.27275850387137
2016-07-20,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.64625,24.26,17.867,30.655,0,0,70.93,24.4,22.699014805,7,7,4,0.907,-0.431,1,1,5.27275850387137
2016-07-21,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.00375,24.8675,18.13625,31.59875,0,0,65.1825,25.25,22.8805723375,4,7,5,0.9775,0.275,1,1,5.27275850387137
2016-07-22,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.05625,23.9111111111111,17.7166666666667,30.1055555555556,0,0,72.4855555555556,24.3333333333333,22.4825893888889,9,7,6,-1.44222222222222,-0.342222222222222,1,1,5.27275850387137
2016-07-23,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.7175,24.1211111111111,17.5277777777778,30.7133333333333,0,0,71.14,24.5555555555556,22.5921054277778,12,7,7,0.455555555555556,-0.3,1,1,5.27275850387137
2016-07-24,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.7225,24.5733333333333,18.2944444444444,30.8511111111111,0,0,72.8766666666667,25,23.0687606055556,7,7,1,0.24,0.808888888888889,1,1,5.27275850387137
2016-07-25,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.71125,25.3175,19.0775,31.55875,0,0.125,70.0825,26.125,23.5363859125,9,7,2,0.66625,0.7575,1,1,5.27275850387137
2016-07-26,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.715,25.3966666666667,19.09,31.7011111111111,0.0184074074074058,0.111111111111111,70.2422222222222,26.2222222222222,23.6116455777778,13,7,3,0.0744444444444445,-0.00222222222222222,1,1,5.27275850387137
2016-07-27,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.68,25.31375,19.1725,31.4575,0,0,73.245,26.125,23.72049686875,8,7,4,-0.18625,0.11375,1,1,5.27275850387137
2016-07-28,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.5525,25.79,19.1377777777778,32.4388888888889,0,1,67.7666666666667,26.5555555555556,23.7872284722222,10,7,5,0.941111111111111,-0.0611111111111111,1,1,5.27275850387137
2016-07-29,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.67125,24.98125,19.45125,30.5125,0,0,68.57875,25.375,23.168322675,5,7,6,-1.86125,0.3375,1,1,5.27275850387137
2016-07-30,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.42,24.1722222222222,18.5,29.8455555555556,0,0,71.6444444444445,24.5555555555556,22.6624856055556,11,7,7,-0.707777777777778,-0.996666666666667,1,1,5.27275850387137
2016-07-31,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.10125,23.85125,18.3525,29.35125,0,0,74.7,24.25,22.5493940875,7,7,1,-0.44875,-0.11375,1,1,5.27275850387137
2016-08-01,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.48125,24.4225,18.5575,30.28625,0,0,71.9825,24.875,22.8925266375,10,8,2,0.935,0.205,1,1,5.27275850387137
2016-08-02,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.55625,23.9088888888889,18.9255555555556,28.8888888888889,0,0,75.8222222222222,24.3333333333333,22.6550338444444,11,8,3,-1.37,0.373333333333333,1,1,5.27275850387137
2016-08-03,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.62375,23.78125,19.26375,28.30125,0,0,78.7775,24.125,22.69730113125,7,8,4,-0.6375,0.3225,1,1,5.27275850387137
2016-08-04,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.4025,24.8133333333333,19.8322222222222,29.7977777777778,0,0.111111111111111,72.9988888888889,25.4444444444444,23.28032915,12,8,5,1.46777777777778,0.555555555555556,1,1,5.27275850387137
2016-08-05,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.27875,22.9877777777778,19.9644444444444,26.0122222222222,0,0,81.7677777777778,23.3333333333333,22.1329393,8,8,6,-3.72111111111111,0.142222222222222,1,1,5.27275850387137
2016-08-06,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.355,23.6433333333333,19.1011111111111,28.1877777777778,0,0,78.4911111111111,24.1111111111111,22.5606095666667,8,8,7,2.07888888888889,-0.893333333333333,1,1,5.27275850387137
2016-08-07,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.6425,24.4911111111111,19.1222222222222,29.86,0,0,76.3088888888889,25,23.1887274277778,8,8,1,1.73666666666667,0.0755555555555556,1,1,5.27275850387137
2016-08-08,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.61875,25.05875,20.4,29.7175,0,0.875,76.18,25.75,23.67394645625,4,8,2,-0.175,1.255,1,1,5.27275850387137
2016-08-09,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.61125,24.187,20.756,27.618,0,0,78.154,24.7,23.020989935,7,8,3,-2.146,0.323,1,1,5.27275850387137
2016-08-10,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.28375,24.0733333333333,20.8122222222222,27.3322222222222,0,0,77.8844444444444,24.3333333333333,22.9064815666667,9,8,4,-0.191111111111111,0.0944444444444444,1,1,5.27275850387137
2016-08-11,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.46125,23.3666666666667,20.9144444444444,25.8222222222222,0,0,82.8566666666667,23.8888888888889,22.5291222666667,10,8,5,-1.59666666666667,0.0522222222222222,1,1,5.27275850387137
2016-08-12,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.605,24.5975,21,28.19375,0,0,77.88875,25.375,23.36719448125,9,8,6,2.4025,0.12875,1,1,5.27275850387137
2016-08-13,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.1525,24.38875,19.745,29.0325,0,0,78.92875,24.875,23.24152624375,5,8,7,0.83875,-1.255,1,1,5.27275850387137
2016-08-14,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.59625,24,18.5575,29.4375,0,0,76.78125,24.5,22.7853492,3,8,1,0.405,-1.1875,1,1,5.27275850387137
2016-08-15,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.55875,24.355,18.625,30.08,0,0,74.09625,24.875,22.9483391125,11,8,2,0.6425,0.0675,1,1,5.27275850387137
2016-08-16,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.495,24.3275,18.65625,29.99875,0,0,72.3175,24.75,22.82997780625,7,8,3,-0.08125,0.03125,1,1,5.27275850387137
2016-08-17,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.43625,24.61125,18.96875,30.2525,0,0,74.64375,25.125,23.19946730625,14,8,4,0.25375,0.3125,1,1,5.27275850387137
2016-08-18,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.50875,24.235,18.5875,29.8775,0,0,74.705,24.875,22.87979718125,9,8,5,-0.375,-0.38125,1,1,5.27275850387137
2016-08-19,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.3275,23.3655555555556,18.92,27.81,0,0,76.3811111111111,23.7777777777778,22.2119042777778,8,8,6,-1.98888888888889,0.426666666666667,1,1,5.27275850387137
2016-08-20,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.345,22.7333333333333,18.8988888888889,26.5688888888889,0,0,79.3966666666667,23,21.8002547277778,10,8,7,-1.31,-0.0933333333333333,1,1,5.27275850387137
2016-08-21,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.5575,22.79875,19.29375,26.30375,0,0,82.86375,23.375,22.0163937,10,8,1,-0.28875,0.3975,1,1,5.27275850387137
2016-08-22,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.22625,22.03125,16.445,27.62,0,0,80.26125,22.375,21.21057623125,7,8,2,1.31625,-2.84875,1,1,5.27275850387137
2016-08-23,194952.999999999,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,2.075,7.3625,14.825,15.275,0.178993812592053,3.775,0.54625,20.9025,15.1925,26.615,0,0,71.905,20.875,19.911653825,6,8,3,-1.005,-1.2525,1,1,5.27275850387137
