Date,sumCTL,Year,substance,depressed,suicide,self_harm,stress_anxiety,relationship,bereavement,bully,isolated,eating,abuse,lgbtq,other,racism,covid_19,sexual_abuse,emotional_abuse,uspecified_abuse,Time
2021-12-18,113,228373,2,40,30,15,28,49,8,1,24,7,0,1,13,0,1,1,7,3,After
2021-12-19,147,297087,6,57,28,22,57,60,6,4,23,0,4,3,16,0,0,5,4,3,After
2021-12-20,162,327402,6,68,26,22,44,47,8,4,36,7,1,1,24,1,0,2,9,2,After
2021-12-21,109,220289,4,50,25,14,34,39,4,1,18,3,2,2,14,0,0,2,4,1,After
2021-12-22,112,226352,3,37,26,14,25,44,9,2,24,4,3,1,17,0,2,2,5,1,After
2021-12-23,129,260709,3,37,25,20,37,45,6,5,24,6,3,2,19,1,4,4,5,2,After
2021-12-24,127,256667,5,40,27,17,29,49,3,2,23,8,1,1,14,1,4,5,1,0,After
2021-12-25,101,204121,2,43,24,13,31,48,9,0,28,4,1,2,12,0,1,0,4,6,After
2021-12-26,98,198058,4,37,22,11,32,41,7,1,25,3,0,4,11,0,3,2,3,1,After
2021-12-27,131,264751,8,54,36,17,42,58,8,2,32,5,3,1,10,0,3,3,4,1,After
2021-12-28,124,250604,3,43,28,19,34,39,5,2,23,3,2,2,25,0,2,5,4,0,After
2021-12-29,119,240499,6,46,27,9,37,47,11,3,23,3,1,1,18,0,2,0,2,1,After
2021-12-30,106,214226,2,34,22,16,31,41,3,1,21,7,4,3,14,0,5,0,8,3,After
2021-12-31,135,272835,5,47,29,26,42,46,13,5,31,3,0,4,12,1,2,3,1,2,After
2022-01-01,114,230508,6,44,33,18,37,41,7,1,30,2,1,1,15,0,3,3,2,0,After
2022-01-02,115,232530,2,35,27,13,31,43,5,5,28,5,1,2,13,0,4,6,2,5,After
2022-01-03,123,248706,3,47,33,18,40,56,4,2,27,5,0,6,11,0,4,2,2,4,After
2022-01-04,123,248706,3,49,28,19,43,48,10,3,33,6,2,1,20,0,3,2,6,4,After
2022-01-05,140,283080,5,43,32,17,47,45,7,0,30,3,2,3,16,0,6,1,3,3,After
2022-01-06,129,260838,3,51,25,16,51,48,11,2,27,2,0,2,18,0,7,5,6,3,After
2022-01-07,128,258816,3,43,29,16,42,52,7,0,27,4,1,0,25,1,3,1,3,5,After
2022-01-08,126,254772,4,33,25,9,35,42,10,0,27,2,2,2,22,0,4,1,8,2,After
2022-01-09,124,250728,4,31,27,11,37,47,10,5,21,2,0,4,20,0,2,2,1,0,After
2022-01-10,142,287124,8,43,31,17,44,58,9,6,25,6,5,5,25,0,5,3,2,2,After
2022-01-11,38,76836,2,14,11,5,11,16,1,0,6,1,2,2,4,0,0,1,1,1,After
