Date,sumCTL,Year,substance,depressed,suicide,self_harm,stress_anxiety,relationship,bereavement,bully,isolated,eating,abuse,lgbtq,other,racism,covid_19,sexual_abuse,emotional_abuse,uspecified_abuse,Time
2020-06-16,181,365620,4,73,42,22,61,61,9,6,31,2,0,5,28,0,13,2,3,1,Before
2020-06-17,154,311080,7,62,40,19,61,63,6,2,39,6,2,2,13,0,11,1,5,3,Before
2020-06-18,160,323200,6,52,44,19,50,56,11,3,39,5,2,2,23,0,7,4,4,1,Before
2020-06-19,147,296940,8,47,29,24,48,62,8,5,41,2,0,2,19,0,6,1,8,3,Before
2020-06-20,139,280780,3,47,42,17,46,46,8,1,34,0,3,1,17,0,10,0,6,2,Before
2020-06-21,173,349460,9,63,36,25,56,62,14,3,36,8,3,4,17,0,8,10,5,3,Before
2020-06-22,186,375720,7,54,52,23,60,66,5,6,40,9,7,7,26,0,8,6,3,1,Before
2020-06-23,177,357540,0,70,39,18,55,72,2,2,42,5,1,1,19,0,9,11,7,4,Before
2020-06-24,180,363600,8,70,40,28,58,69,9,4,39,5,5,3,24,0,7,12,10,3,Before
2020-06-25,152,307040,3,60,39,20,41,53,10,3,41,4,2,3,22,0,9,2,6,3,Before
2020-06-26,164,331280,4,60,42,20,51,48,13,3,44,9,0,4,21,0,16,5,2,5,Before
2020-06-27,160,323200,3,53,34,22,51,61,5,4,28,7,0,4,19,0,18,5,3,2,Before
2020-06-28,141,284820,4,63,35,14,41,63,9,3,45,9,2,2,18,0,9,4,5,3,Before
2020-06-29,145,292900,3,51,37,15,44,53,3,5,35,9,4,2,15,0,12,1,7,3,Before
2020-06-30,165,333300,0,65,32,26,52,50,11,5,39,5,1,5,18,0,5,2,0,2,Before
2020-07-01,161,325220,6,58,35,25,57,48,7,1,31,10,6,5,21,0,6,5,8,7,Before
2020-07-02,192,387840,11,76,37,18,53,77,14,2,47,6,6,2,17,0,18,6,11,6,Before
2020-07-03,233,470660,4,103,57,29,70,82,13,5,71,4,2,3,24,0,15,3,9,6,Before
2020-07-04,381,769620,11,149,80,31,102,134,25,8,110,28,2,5,22,0,18,8,12,4,Before
2020-07-05,250,505000,6,92,50,22,61,89,17,4,83,5,5,2,28,0,8,5,13,8,Before
2020-07-06,281,567620,2,115,56,33,95,99,10,5,58,15,5,4,23,0,15,5,7,5,Before
2020-07-07,270,545400,5,114,67,28,82,116,14,5,68,15,1,5,22,0,12,6,6,4,Before
2020-07-08,214,432280,6,86,53,20,70,83,12,3,50,10,2,5,25,0,12,5,11,3,Before
2020-07-09,204,412080,5,94,48,23,60,76,12,6,49,7,2,4,17,0,12,4,11,2,Before
2020-07-10,251,507020,5,112,77,27,80,94,12,10,64,14,3,6,25,0,18,2,8,6,Before
2020-07-11,212,428240,5,79,59,23,75,64,11,6,52,10,3,3,29,0,9,4,7,3,Before
2020-07-12,185,373700,3,78,41,19,51,64,8,3,42,7,5,1,25,0,13,6,9,4,Before
2020-07-13,177,357540,2,61,40,23,58,66,11,4,45,4,1,4,22,0,11,2,3,2,Before
2020-07-14,245,494900,4,120,55,30,72,111,10,6,68,12,5,4,25,0,12,6,14,3,Before
2020-07-15,320,646400,8,123,63,33,94,133,20,11,89,15,6,5,29,0,23,4,9,3,Before
2020-07-16,291,587820,3,114,51,27,85,110,16,8,65,12,1,3,22,0,18,6,8,2,Before
2020-07-17,270,545400,8,101,52,31,82,95,13,5,66,12,2,6,28,0,10,5,8,2,Before
2020-07-18,223,450460,3,95,53,25,63,81,9,5,47,3,2,4,24,0,9,4,3,2,Before
2020-07-19,221,446420,5,99,47,37,73,86,16,5,49,11,4,5,24,0,10,1,6,1,Before
2020-07-20,239,482780,7,101,53,25,71,86,12,6,66,8,3,4,19,0,8,10,7,4,Before
2020-07-21,223,450460,3,92,47,21,64,75,8,1,53,10,2,4,27,0,12,4,5,1,Before
2020-07-22,201,406020,3,85,45,30,52,76,16,3,50,4,3,7,16,0,10,5,10,5,Before
2020-07-23,244,492880,2,102,62,23,71,90,13,6,61,13,4,6,25,0,10,6,9,2,Before
2020-07-24,246,496920,2,99,55,33,70,95,7,7,71,6,3,7,30,0,9,9,9,7,Before
2020-07-25,261,527220,3,94,39,30,75,97,12,11,79,6,3,6,26,0,12,5,12,1,Before
2020-07-26,258,521160,2,93,49,28,79,93,18,10,75,6,4,2,21,0,4,4,9,6,Before
2020-07-27,279,563580,4,111,61,33,82,110,10,10,81,11,5,3,21,0,17,7,10,1,Before
2020-07-28,259,523180,7,108,55,36,71,103,15,7,57,13,4,3,30,0,2,7,7,2,Before
2020-07-29,233,470660,5,84,54,27,74,80,4,5,38,9,4,8,30,0,10,6,9,2,Before
2020-07-30,259,523180,2,96,55,33,57,104,16,7,68,10,2,5,35,0,9,9,4,3,Before
2020-07-31,212,428240,4,79,50,22,61,93,9,2,41,5,3,5,18,0,8,5,3,6,Before
2020-08-01,210,424200,6,74,47,18,51,86,9,2,62,8,2,5,18,0,10,4,6,1,Before
2020-08-02,179,361580,4,73,41,22,52,66,9,5,41,4,1,4,15,0,5,5,7,7,Before
2020-08-03,165,333300,2,63,43,20,53,56,6,2,43,5,3,3,19,0,2,5,7,5,Before
2020-08-04,169,341380,3,63,38,22,64,65,5,2,38,8,2,0,17,0,7,5,2,2,Before
2020-08-05,185,373700,4,63,42,24,56,66,14,6,48,9,6,1,18,0,8,6,9,2,Before
2020-08-06,175,353500,3,59,46,27,54,65,5,3,33,10,2,5,19,0,10,4,3,3,Before
2020-08-07,176,355520,8,57,35,24,57,58,7,5,39,3,6,1,18,0,8,5,7,1,Before
2020-08-08,197,397940,1,77,44,29,59,71,13,4,42,9,2,6,20,0,9,8,2,1,Before
2020-08-09,188,379760,4,66,39,19,55,83,7,4,56,7,2,3,23,0,6,4,8,5,Before
2020-08-10,168,339360,1,54,39,24,46,56,7,4,35,5,2,2,18,0,5,5,4,4,Before
2020-08-11,174,351480,3,63,41,21,63,61,5,2,41,6,2,2,19,0,5,1,3,4,Before
2020-08-12,191,385820,2,67,49,25,51,59,8,7,35,8,6,3,23,0,10,6,11,2,Before
2020-08-13,174,351480,5,59,39,24,60,64,6,6,39,7,5,0,15,0,7,4,7,5,Before
2020-08-14,170,343400,1,70,31,19,68,52,7,6,30,8,3,2,14,0,6,5,7,4,Before
2020-08-15,156,315120,1,59,38,19,53,59,8,2,33,4,3,2,16,0,9,5,6,2,Before
2020-08-16,170,343400,2,55,43,19,50,49,5,7,39,7,4,2,15,0,5,2,5,5,Before
2020-08-17,136,274720,2,48,35,28,47,41,4,2,27,7,0,2,10,0,9,3,6,2,Before
2020-08-18,143,288860,6,60,29,17,42,48,7,3,28,3,1,2,16,0,5,2,1,3,Before
2020-08-19,142,286840,5,52,29,12,39,49,4,4,25,6,3,3,17,0,4,1,5,0,Before
2020-08-20,161,325220,1,60,33,17,59,58,8,5,29,1,2,1,22,0,6,4,4,2,Before
2020-08-21,149,300980,4,56,40,18,44,48,12,3,27,4,3,3,17,0,7,1,8,3,Before
2020-08-22,134,270680,3,47,26,17,35,49,8,3,30,3,3,3,17,0,3,2,2,2,Before
2020-08-23,155,313100,4,49,37,25,52,55,7,1,33,4,2,2,20,0,4,2,6,3,Before
2020-08-24,152,307040,2,54,36,18,51,43,7,5,33,4,2,3,13,0,5,0,5,1,Before
2020-08-25,162,327240,1,70,39,10,66,56,3,0,41,7,1,4,18,0,8,7,5,1,Before
2020-08-26,156,315120,3,56,37,20,52,51,6,3,22,6,3,0,19,0,4,1,7,2,Before
2020-08-27,168,339360,2,63,43,26,59,50,7,3,37,8,4,0,15,0,3,5,7,2,Before
2020-08-28,163,329260,4,59,38,15,58,56,12,2,31,10,0,4,18,0,5,4,4,4,Before
2020-08-29,139,280780,2,50,34,16,41,52,3,0,27,4,4,0,15,0,4,6,7,0,Before
2020-08-30,141,284820,1,45,30,22,49,57,7,0,28,3,2,5,16,0,3,6,7,3,Before
2020-08-31,188,379760,3,62,48,30,58,56,5,4,25,7,3,4,19,0,8,5,4,1,Before
2020-09-01,173,349460,2,54,38,26,59,58,12,4,29,8,2,3,20,0,6,5,2,2,Before
2020-09-02,167,337340,5,71,47,17,58,51,7,3,29,3,1,3,26,0,5,3,4,2,Before
2020-09-03,163,329260,1,76,38,22,55,47,7,4,27,10,2,2,13,0,9,3,3,2,Before
2020-09-04,163,329260,7,60,31,21,53,46,9,4,28,5,2,1,16,0,5,7,8,3,Before
2020-09-05,207,418140,3,83,37,26,66,67,9,7,50,9,2,7,27,0,3,5,7,1,Before
2020-09-06,191,385820,4,65,51,28,66,60,8,2,47,4,4,9,20,0,8,5,8,3,Before
2020-09-07,190,383800,7,59,55,20,52,59,10,6,47,5,1,2,20,0,9,7,8,2,Before
2020-09-08,191,385820,6,66,51,30,54,54,7,4,39,9,0,3,27,0,5,3,6,1,Before
2020-09-09,206,416120,2,79,46,25,74,75,10,5,54,6,1,7,19,0,3,4,5,3,Before
2020-09-10,196,395920,7,71,54,25,65,50,18,8,29,4,2,3,20,0,7,1,3,3,Before
2020-09-11,190,383800,7,71,47,25,64,79,12,4,36,8,1,3,20,0,4,2,6,2,Before
2020-09-12,175,353500,3,72,46,18,66,65,9,5,42,6,3,0,15,0,5,3,6,3,Before
2020-09-13,159,321180,5,51,29,19,55,56,8,6,30,9,2,0,16,0,3,0,5,0,Before
2020-09-14,192,387840,3,69,52,27,59,62,7,3,38,4,2,6,21,0,1,8,12,4,Before
2020-09-15,168,339360,2,62,48,22,61,50,6,2,32,10,2,5,16,0,4,5,7,3,Before
2020-09-16,180,363600,4,60,51,20,61,62,10,5,30,8,2,6,20,0,5,2,12,2,Before
2020-09-17,180,363600,3,79,52,30,63,55,6,7,45,13,3,3,22,0,5,6,11,2,Before
2020-09-18,185,373700,2,74,34,24,70,59,13,5,40,8,4,5,17,0,4,8,7,3,Before
2020-09-19,136,274720,2,51,41,17,49,39,6,0,29,5,2,1,19,0,1,5,2,4,Before
2020-09-20,158,319160,5,58,42,25,52,45,7,1,35,4,0,2,13,0,7,2,5,3,Before
2020-09-21,157,317140,4,60,45,14,59,49,9,2,35,6,1,7,16,0,5,6,3,1,Before
2020-09-22,167,337340,4,67,40,14,56,45,10,4,32,6,4,2,19,0,5,1,9,3,Before
2020-09-23,154,311080,3,57,36,26,56,40,7,3,24,5,1,1,23,0,2,1,4,1,Before
2020-09-24,176,355520,2,67,49,29,52,52,4,4,32,7,4,2,22,1,4,1,12,0,Before
2020-09-25,155,313100,2,54,41,20,45,53,5,7,30,2,2,7,18,1,5,7,8,2,Before
2020-09-26,132,266640,0,50,33,20,41,32,1,4,19,8,2,2,18,1,4,5,5,1,Before
2020-09-27,150,303000,2,62,42,30,45,45,7,3,34,2,2,1,9,0,3,4,2,4,Before
2020-09-28,196,395920,6,80,44,31,61,59,9,3,35,7,3,2,23,1,4,3,4,4,Before
2020-09-29,148,298960,1,57,38,22,56,42,5,1,34,5,2,3,12,1,8,1,2,0,Before
2020-09-30,144,290880,2,44,36,25,55,48,3,2,30,8,2,0,18,0,5,2,8,1,Before
2020-10-01,169,341380,9,67,46,16,55,55,15,3,43,2,0,0,20,0,7,4,2,2,Before
2020-10-02,143,288860,2,50,41,16,44,39,6,5,25,3,4,3,18,0,1,2,4,2,Before
2020-10-03,142,286840,3,52,31,13,39,42,10,3,33,3,0,1,15,0,3,2,6,2,Before
2020-10-04,125,252500,2,52,39,17,45,44,4,3,26,2,0,5,14,1,5,3,5,3,Before
2020-10-05,159,321180,5,67,39,16,34,53,9,5,27,2,0,2,17,0,5,3,6,1,Before
2020-10-06,153,309060,4,61,44,19,53,53,4,4,23,5,2,8,16,0,5,4,2,1,Before
2020-10-07,186,375720,2,62,48,24,62,74,7,1,28,3,2,4,15,0,11,4,3,3,Before
2020-10-08,131,264620,1,49,42,22,36,46,7,3,22,4,3,0,12,0,6,2,4,1,Before
2020-10-09,141,284820,2,57,48,15,55,46,4,0,20,4,0,1,10,1,6,4,2,2,Before
2020-10-10,173,349460,5,67,51,27,67,62,7,2,36,5,5,5,26,0,6,4,4,3,Before
2020-10-11,152,307040,2,45,38,15,44,50,5,3,34,6,3,1,22,0,6,6,5,2,Before
2020-10-12,174,351480,1,50,47,18,55,50,7,1,25,5,1,2,23,1,3,1,3,1,Before
2020-10-13,165,333300,5,64,40,27,52,47,5,3,30,5,5,3,18,1,7,4,4,1,Before
2020-10-14,147,296940,3,61,41,15,52,53,12,3,34,8,0,1,15,0,4,0,3,2,Before
2020-10-15,169,341380,4,70,44,18,63,54,7,4,28,5,1,3,19,0,6,4,7,1,Before
2020-10-16,141,284820,2,53,35,16,50,36,5,2,32,2,4,4,13,0,6,7,5,1,Before
2020-10-17,111,224220,4,47,36,13,36,39,5,2,25,0,1,0,19,0,5,0,6,1,Before
2020-10-18,130,262600,3,51,32,18,39,45,8,2,22,7,1,2,21,0,3,4,9,3,Before
2020-10-19,148,298960,6,53,40,18,52,51,4,2,30,3,2,5,19,3,4,2,1,1,Before
2020-10-20,159,321180,2,53,35,20,57,45,6,5,32,5,1,2,15,0,4,7,4,2,Before
2020-10-21,133,268660,4,54,36,17,42,38,7,1,21,5,3,4,19,0,4,3,1,0,Before
2020-10-22,163,329260,1,55,39,23,58,52,4,0,28,4,3,3,19,0,2,6,4,1,Before
2020-10-23,128,258560,3,50,36,15,43,47,4,1,29,3,0,4,19,0,4,1,5,1,Before
2020-10-24,110,222200,3,37,29,14,31,31,7,0,18,1,2,3,9,0,6,4,3,1,Before
2020-10-25,103,208060,3,43,21,19,27,32,3,2,28,0,2,2,11,0,5,3,1,0,Before
2020-10-26,156,315120,3,58,43,19,56,51,8,1,29,8,2,3,19,0,5,1,3,3,Before
2020-10-27,388,783760,9,165,57,26,128,148,24,6,74,8,2,5,53,0,9,3,13,5,Before
2020-10-28,660,1333200,16,320,92,19,226,265,49,5,137,10,7,5,79,1,17,10,17,6,Before
2020-10-29,489,987780,9,227,77,30,156,181,31,4,95,6,4,9,55,2,17,5,9,5,Before
2020-10-30,331,668620,4,140,70,24,101,120,16,8,64,7,4,6,34,0,7,6,8,3,Before
2020-10-31,239,482780,10,87,57,20,78,96,10,4,54,4,8,3,25,1,11,6,9,1,Before
2020-11-01,162,327240,5,70,38,16,55,56,10,1,38,4,1,3,13,0,4,2,4,4,Before
2020-11-02,245,494900,3,91,44,27,78,79,14,6,50,10,4,5,28,1,6,9,13,1,Before
2020-11-03,191,385820,7,65,45,26,69,59,18,1,37,8,1,7,24,0,7,1,3,0,Before
2020-11-04,269,543380,2,93,51,23,105,79,10,6,36,7,4,7,28,0,6,6,6,3,Before
2020-11-05,265,535300,10,97,57,32,89,95,14,7,63,8,4,11,17,2,7,9,4,1,Before
2020-11-06,247,498940,5,90,65,24,107,82,9,5,51,11,4,2,29,1,10,5,7,3,Before
2020-11-07,336,678720,2,139,73,34,87,118,17,13,89,13,6,7,37,0,7,10,6,7,Before
2020-11-08,216,436320,2,82,48,22,73,81,10,3,40,8,1,2,26,0,5,5,9,2,Before
2020-11-09,253,511060,9,99,54,25,82,79,15,5,56,7,0,2,23,0,3,6,3,4,Before
2020-11-10,311,628220,8,141,78,29,104,114,12,1,60,14,5,6,25,0,8,7,12,2,Before
2020-11-11,303,612060,4,118,65,28,104,91,18,6,71,13,2,8,28,0,9,9,7,3,Before
2020-11-12,255,515100,8,96,53,23,84,98,9,5,48,12,4,2,29,1,9,5,9,4,Before
2020-11-13,216,436320,2,81,49,25,69,68,8,4,48,8,0,4,27,0,7,3,1,4,Before
2020-11-14,190,383800,4,71,47,14,61,82,11,4,38,7,2,5,21,1,6,4,3,1,Before
2020-11-15,216,436320,1,75,60,24,71,80,13,1,43,5,1,2,17,0,7,6,5,4,Before
2020-11-16,200,404000,5,82,47,22,68,51,11,2,27,4,2,3,29,2,7,4,2,1,Before
2020-11-17,165,333300,3,73,45,10,57,51,9,2,27,2,2,2,14,0,7,1,0,0,Before
2020-11-18,317,640340,3,145,65,28,111,127,11,5,62,13,1,11,30,0,10,5,13,2,Before
2020-11-19,267,539340,2,123,63,31,81,87,16,6,56,11,4,4,30,0,10,5,14,1,Before
2020-11-20,195,393900,2,69,31,24,56,68,15,3,34,7,1,2,23,0,9,2,5,4,Before
2020-11-21,171,345420,5,69,38,19,60,65,7,3,43,4,6,8,18,0,14,1,8,3,Before
2020-11-22,170,343400,5,69,46,10,46,67,6,4,40,3,0,3,20,0,10,3,2,0,Before
2020-11-23,199,401980,3,78,47,26,66,65,10,5,37,9,2,6,23,0,11,5,3,1,Before
2020-11-24,280,565600,5,115,76,36,77,97,10,5,47,13,6,6,27,0,8,10,7,6,Before
2020-11-25,194,391880,7,89,40,18,66,72,9,2,43,5,2,4,18,0,6,4,5,2,Before
2020-11-26,185,373700,5,76,48,15,61,71,9,3,44,12,1,1,21,0,14,5,4,3,Before
2020-11-27,165,333300,6,68,47,14,48,65,12,2,46,2,2,2,16,1,9,6,10,1,Before
2020-11-28,190,383800,6,58,46,18,65,65,9,2,43,7,1,0,11,0,6,4,6,2,Before
2020-11-29,209,422180,5,81,48,17,67,72,13,1,41,3,1,4,21,0,8,4,3,1,Before
2020-11-30,270,545400,6,125,58,32,88,97,14,4,45,5,5,5,24,0,11,8,12,5,Before
2020-12-01,365,737300,6,174,65,24,102,136,34,3,66,4,4,7,42,1,18,6,10,4,Before
2020-12-02,340,686800,10,147,62,31,107,118,30,3,57,7,4,2,38,0,13,6,6,4,Before
2020-12-03,284,573680,8,125,61,19,93,102,15,3,60,4,2,2,30,0,16,7,8,3,Before
2020-12-04,177,357540,3,76,45,14,55,68,16,1,32,4,2,1,29,0,7,3,2,1,Before
2020-12-05,194,391880,2,76,38,23,70,62,15,2,41,1,3,7,25,0,8,7,8,2,Before
2020-12-06,200,404000,8,95,42,20,57,85,4,4,39,11,5,2,22,1,7,7,6,2,Before
2020-12-07,194,391880,2,76,47,28,70,81,12,2,42,6,2,4,17,0,12,6,6,0,Before
2020-12-08,228,460560,3,98,46,16,88,86,17,5,37,9,1,5,23,1,6,1,5,5,Before
2020-12-09,207,418140,6,79,51,17,80,70,10,7,48,8,6,3,22,0,15,2,7,3,Before
2020-12-10,194,391880,1,75,49,13,72,75,6,2,41,9,1,3,20,0,11,1,9,2,Before
2020-12-11,174,351480,1,75,35,20,70,50,10,3,34,7,2,3,15,2,10,5,3,1,Before
2020-12-12,159,321180,8,63,34,18,48,56,5,2,45,2,1,2,24,0,4,0,5,0,Before
2020-12-13,159,321180,6,57,36,20,50,48,10,3,33,1,3,1,16,0,10,3,6,2,Before
2020-12-14,172,347440,3,75,35,16,60,56,14,3,31,7,2,1,19,1,11,5,4,4,Before
2020-12-15,155,313100,3,59,50,18,50,50,8,2,23,6,1,1,18,0,5,3,6,0,Before
2020-12-16,166,335320,4,71,51,17,61,66,4,4,33,6,5,3,17,2,7,3,9,0,Before
2020-12-17,154,311080,9,65,40,9,54,57,8,2,25,5,0,3,20,1,6,2,3,4,Before
2020-12-18,162,327240,2,68,32,16,67,52,12,3,29,5,2,1,23,0,6,5,3,0,Before
2020-12-19,181,365620,7,75,54,21,74,76,11,6,42,4,3,3,18,2,12,2,5,2,Before
2020-12-20,154,311080,2,71,36,19,42,52,6,3,35,7,7,1,11,2,3,6,5,2,Before
2020-12-21,166,335320,7,70,45,15,44,55,11,3,29,10,0,3,15,0,11,1,3,1,Before
2020-12-22,157,317140,3,58,38,16,55,56,8,1,26,5,0,4,18,0,9,5,0,4,Before
2020-12-23,150,303000,1,55,41,15,51,57,13,3,33,7,1,1,20,0,7,3,7,2,Before
2020-12-24,115,232300,3,42,26,9,40,45,5,1,23,3,2,2,10,0,4,0,2,2,Before
2020-12-25,119,240380,4,40,24,12,34,45,7,1,25,2,4,2,10,0,11,2,7,3,Before
2020-12-26,143,288860,3,57,35,11,42,60,5,1,31,2,4,4,14,0,6,3,7,2,Before
2020-12-27,143,288860,4,56,36,18,42,54,3,1,29,3,1,4,19,0,6,3,6,4,Before
2020-12-28,157,317140,5,57,45,12,47,49,8,1,36,4,1,7,20,0,7,5,7,1,Before
2020-12-29,156,315120,2,70,33,15,50,62,5,2,24,5,1,4,23,0,10,2,6,5,Before
2020-12-30,144,290880,2,42,35,10,41,50,6,3,23,7,0,6,21,1,7,9,2,3,Before
2020-12-31,130,262600,4,51,43,19,40,54,8,4,21,5,0,1,12,1,11,3,4,1,Before
2021-01-01,112,226352,1,40,34,11,33,40,4,3,22,5,2,3,14,0,10,4,3,2,Before
2021-01-02,142,286982,4,54,34,16,43,48,7,1,21,6,3,3,20,0,6,6,5,2,Before
2021-01-03,119,240499,3,41,25,11,45,46,7,3,19,6,1,5,21,0,7,2,2,3,Before
2021-01-04,160,323360,6,57,29,20,53,60,9,1,31,4,3,3,12,0,11,5,6,3,Before
2021-01-05,160,323360,3,63,43,13,47,56,9,2,31,4,1,2,18,0,11,4,5,3,Before
2021-01-06,160,323360,2,49,36,21,63,51,7,2,25,10,4,9,20,0,7,2,3,1,Before
2021-01-07,173,349633,4,48,33,21,58,53,6,6,26,6,4,8,31,2,7,3,5,5,Before
2021-01-08,163,329423,2,59,34,25,51,64,5,4,24,6,1,2,18,3,14,2,6,0,Before
2021-01-09,141,284961,0,58,36,15,45,57,4,5,30,4,4,2,21,0,6,2,6,1,Before
2021-01-10,140,282940,3,51,36,12,33,61,5,1,32,9,5,5,11,0,6,3,5,5,Before
2021-01-11,152,307192,3,64,38,18,57,54,6,5,32,6,2,7,18,0,9,6,10,4,Before
2021-01-12,164,331444,5,59,42,14,56,52,5,4,27,4,1,2,20,0,12,5,2,5,Before
2021-01-13,155,313255,7,53,32,15,46,54,6,3,28,5,1,1,20,0,7,4,5,4,Before
2021-01-14,158,319318,6,63,25,9,54,49,6,1,25,4,0,2,21,0,7,4,2,3,Before
2021-01-15,140,282940,1,50,33,16,35,36,2,3,28,7,3,0,19,0,6,6,6,1,Before
2021-01-16,125,252625,4,55,27,16,35,45,3,1,20,3,3,3,20,0,5,4,4,4,Before
2021-01-17,123,248583,5,40,32,24,40,45,2,2,25,5,2,1,12,0,6,1,5,0,Before
2021-01-18,151,305171,2,57,36,11,47,53,8,1,31,5,3,2,22,0,6,3,5,3,Before
2021-01-19,149,301129,5,62,49,23,43,43,9,9,24,8,2,4,23,0,6,2,6,1,Before
2021-01-20,131,264751,2,46,38,15,50,50,9,3,28,1,0,3,20,0,5,2,4,1,Before
2021-01-21,163,329423,6,71,48,23,50,65,9,1,29,2,1,1,16,0,10,3,3,2,Before
2021-01-22,168,339528,4,55,38,19,60,50,8,3,34,8,3,4,22,1,7,4,3,1,Before
2021-01-23,135,272835,2,53,44,14,44,50,4,1,22,7,0,3,19,0,5,2,7,3,Before
2021-01-24,149,301129,7,56,37,18,48,59,8,3,28,4,4,3,21,0,7,3,7,1,Before
2021-01-25,159,321339,2,60,37,17,55,50,7,1,36,3,1,1,17,0,7,3,3,2,Before
2021-01-26,167,337507,0,62,47,15,62,62,10,1,36,1,1,4,15,0,10,1,4,1,Before
2021-01-27,154,311234,5,59,41,15,63,42,8,3,23,2,1,4,15,1,10,5,5,2,Before
2021-01-28,126,254646,4,44,40,18,43,41,5,5,21,4,0,5,16,1,3,0,6,0,Before
2021-01-29,157,317297,4,47,34,19,59,40,8,2,33,8,3,2,20,0,8,3,6,4,Before
2021-01-30,139,280919,3,52,32,23,43,42,8,4,26,3,1,4,18,0,8,3,6,2,Before
2021-01-31,121,244541,3,36,39,16,45,50,4,4,27,9,1,5,10,0,2,3,7,3,Before
2021-02-01,136,274856,2,43,35,14,60,49,10,4,32,2,1,1,19,1,12,0,4,0,Before
2021-02-02,150,303150,6,55,36,21,58,43,8,5,22,4,3,3,16,0,7,4,3,3,Before
2021-02-03,173,349633,2,52,44,26,53,52,5,6,30,6,1,7,30,0,2,4,5,1,Before
2021-02-04,140,282940,2,50,38,18,42,46,5,7,27,4,1,4,9,0,6,3,5,2,Before
2021-02-05,133,268793,4,54,35,21,49,44,8,1,18,3,1,1,14,0,5,2,2,2,Before
2021-02-06,124,250604,3,49,38,7,36,52,3,0,25,3,6,4,16,0,9,3,4,2,Before
2021-02-07,138,278898,2,43,37,12,41,52,5,2,25,3,2,1,19,0,2,2,4,0,Before
2021-02-08,106,214226,2,42,37,21,31,29,5,1,16,4,1,1,10,0,2,0,1,0,Before
2021-02-09,136,274856,3,56,45,20,37,53,5,3,26,4,3,1,11,0,10,3,7,2,Before
2021-02-10,148,299108,2,61,31,26,47,46,5,6,35,6,1,1,26,0,5,4,5,1,After
2021-02-11,135,272835,3,52,34,17,49,45,7,1,16,8,3,2,9,0,4,3,3,1,After
2021-02-12,136,274856,2,55,37,11,45,50,4,1,34,6,1,4,19,0,3,5,4,2,After
2021-02-13,118,238478,1,47,35,28,35,34,8,0,20,4,0,1,15,0,6,2,0,4,After
2021-02-14,111,224331,1,37,32,20,33,51,2,0,23,4,2,2,12,1,1,0,1,1,After
2021-02-15,97,196037,4,36,24,17,20,30,6,1,19,5,0,0,13,0,2,3,2,2,After
2021-02-16,91,183911,3,35,23,14,38,33,3,1,19,0,2,2,10,0,0,3,3,0,After
2021-02-17,114,230394,2,45,33,16,34,42,5,0,17,1,2,4,24,0,3,1,3,1,After
2021-02-18,130,262730,7,53,46,12,55,48,10,2,26,3,5,3,14,0,5,4,5,1,After
2021-02-19,127,256667,4,49,31,24,39,26,2,5,19,7,0,3,22,1,3,2,3,2,After
2021-02-20,144,291024,4,55,45,23,43,51,5,4,31,4,2,3,16,0,4,4,3,2,After
2021-02-21,108,218268,1,44,32,19,35,42,6,1,15,3,0,3,17,0,4,4,7,4,After
2021-02-22,147,297087,2,46,44,22,56,51,5,0,24,5,2,6,17,0,8,3,1,1,After
2021-02-23,154,311234,3,64,32,29,55,52,6,3,27,9,3,3,22,0,5,4,5,3,After
2021-02-24,136,274856,5,48,39,23,45,43,4,4,25,10,4,1,15,0,5,1,3,1,After
2021-02-25,162,327402,3,53,45,25,52,52,12,7,26,4,1,4,22,0,5,4,3,3,After
2021-02-26,141,284961,5,46,40,22,50,45,7,1,30,4,3,3,23,0,6,4,5,3,After
2021-02-27,151,305171,4,63,44,15,46,55,5,3,24,4,2,3,17,0,8,2,2,1,After
2021-02-28,134,270814,7,48,41,20,37,53,2,5,23,2,2,2,14,0,5,4,3,4,After
2021-03-01,138,278898,3,54,38,18,41,55,11,2,26,5,4,2,16,0,4,0,4,2,After
2021-03-02,134,270814,3,45,38,25,49,54,5,3,24,2,5,3,15,0,5,4,4,1,After
2021-03-03,146,295066,3,64,41,23,60,48,3,2,33,6,2,4,14,1,5,5,4,1,After
2021-03-04,153,309213,3,50,44,23,46,43,5,2,29,4,3,4,25,0,10,4,5,1,After
2021-03-05,150,303150,4,52,39,24,55,63,3,1,20,5,2,4,21,0,5,2,5,3,After
2021-03-06,129,260709,2,44,26,28,45,46,5,0,29,3,1,0,11,0,4,8,1,2,After
2021-03-07,149,301129,2,45,35,27,41,49,6,2,30,2,2,0,19,1,8,2,3,5,After
2021-03-08,137,276877,8,61,41,21,50,51,6,1,24,4,1,3,12,0,5,1,6,2,After
2021-03-09,147,297087,6,55,38,15,53,53,6,5,24,2,2,0,28,0,3,6,4,1,After
2021-03-10,139,280919,4,56,47,21,52,41,5,6,24,7,1,1,22,0,5,3,2,3,After
2021-03-11,156,315276,3,54,51,24,45,38,7,0,27,9,2,5,24,0,3,1,2,2,After
2021-03-12,115,232415,2,44,33,12,42,34,4,3,18,2,2,3,12,2,3,3,2,1,After
2021-03-13,114,230394,4,42,25,13,43,38,7,2,24,5,1,0,10,0,6,1,5,0,After
2021-03-14,138,278898,3,53,34,22,46,54,6,2,26,5,5,4,17,0,5,7,11,4,After
2021-03-15,126,254646,2,45,36,14,49,44,5,4,25,4,1,1,15,0,6,2,7,3,After
